CustomerID,total_revenue,avg_order_value,invoice_count,total_quantity,first_purchase,last_purchase,tenure_days,recency_days,churn_flag,churn_probability,raw_clv,final_clv,clv_segment
12360.0,2662.06,20.63612403100775,3,1165,2011-05-23 09:43:00,2011-10-18 15:22:00,148,51,0,0.047835354,2662.06,2534.7194280815124,High Value
12361.0,189.9,18.99,1,91,2011-02-25 13:51:00,2011-02-25 13:51:00,0,286,1,0.52234924,189.9,90.7058796286583,Low Value
12362.0,5226.23,19.64748120300752,10,2229,2011-02-17 10:30:00,2011-12-06 15:40:00,292,2,0,0.000584407,5226.23,5223.175668151975,High Value
12363.0,552.0,24.0,2,408,2011-04-11 13:29:00,2011-08-22 10:18:00,132,109,0,0.23277886,552.0,423.506076335907,Mid Value
12364.0,1313.1,15.448235294117646,4,1506,2011-08-19 15:24:00,2011-12-02 10:22:00,104,7,0,0.08026256,1313.1,1207.707256400585,High Value
12365.0,641.38,29.15363636363636,2,174,2011-02-21 13:51:00,2011-02-21 14:04:00,0,290,1,0.5334084,641.38,299.26251822948456,Mid Value
12367.0,168.9,15.354545454545455,1,173,2011-12-05 16:48:00,2011-12-05 16:48:00,0,3,0,0.48405427,168.9,87.1432342350483,Low Value
12370.0,3545.69,21.231676646706585,4,2353,2010-12-14 12:58:00,2011-10-19 14:51:00,309,50,0,0.0004913791,3545.69,3543.947716395855,High Value
12371.0,1887.96,29.96761904761905,2,591,2011-10-11 10:43:00,2011-10-26 10:16:00,14,44,0,0.19509928,1887.96,1519.620336549282,High Value
12372.0,1298.04,24.962307692307693,3,794,2011-02-16 12:46:00,2011-09-29 12:12:00,224,71,0,0.0014271702,1298.04,1296.187471561432,High Value
12373.0,364.6,26.042857142857144,1,197,2011-02-01 13:10:00,2011-02-01 13:10:00,0,310,1,0.44126308,364.6,203.71548116207123,Mid Value
12374.0,742.9300000000001,22.513030303030305,1,342,2011-11-14 15:37:00,2011-11-14 15:37:00,0,24,0,0.3926767,742.9300000000001,451.19869103550917,Mid Value
12375.0,457.5,26.91176470588235,2,178,2011-09-02 14:23:00,2011-11-29 10:36:00,87,10,0,0.37722558,457.5,284.91929814219475,Mid Value
12377.0,1628.12,21.144415584415583,2,944,2010-12-20 09:37:00,2011-01-28 15:45:00,39,314,1,0.2779973,1628.12,1175.5071086597443,High Value
12378.0,4008.62,18.30420091324201,1,2529,2011-08-02 10:34:00,2011-08-02 10:34:00,0,129,0,0.12524721,4008.62,3506.551408524513,High Value
12379.0,852.24,21.306,2,407,2011-06-22 16:32:00,2011-09-19 10:09:00,88,81,0,0.2664847,852.24,625.1310474014282,Mid Value
12380.0,2724.81,26.20009615384616,4,1127,2011-06-07 09:49:00,2011-11-18 11:27:00,164,21,0,0.010015041,2724.81,2697.520998330116,High Value
12381.0,1845.31,21.21045977011494,5,808,2011-08-12 09:57:00,2011-12-05 12:44:00,115,4,0,0.1327694,1845.31,1600.3092877060174,High Value
12383.0,1850.56,18.69252525252525,5,1532,2010-12-22 14:28:00,2011-06-08 08:02:00,167,184,1,0.031249337,1850.56,1792.7312133216858,High Value
12384.0,585.27,21.676666666666662,2,126,2011-08-10 11:23:00,2011-11-11 08:39:00,92,28,0,0.33465925,585.27,389.4039990198612,Mid Value
12386.0,401.9,40.19,2,354,2010-12-08 09:53:00,2011-01-06 12:37:00,29,337,1,0.41357508,401.9,235.6841861128807,Mid Value
12388.0,2780.66,27.8066,6,1462,2011-01-17 11:12:00,2011-11-24 12:30:00,311,15,0,0.0004991716,2780.66,2779.271925393343,High Value
12390.0,549.84,17.1825,1,353,2011-09-21 09:33:00,2011-09-21 09:33:00,0,79,0,0.37804022,549.84,341.9783794498444,Mid Value
12391.0,460.89,4.6089,1,300,2011-11-18 12:07:00,2011-11-18 12:07:00,0,21,0,0.11127711,460.89,409.6034958028793,Mid Value
12393.0,1582.6,24.728125,4,816,2011-01-11 09:47:00,2011-09-28 15:41:00,260,71,0,0.000753481,1582.6,1581.407570540905,High Value
12394.0,1272.48,47.12888888888889,2,819,2011-05-06 14:01:00,2011-10-07 08:08:00,153,63,0,0.102226675,1272.48,1142.3986011600496,High Value
12395.0,3018.63,19.350192307692307,12,2118,2010-12-03 16:35:00,2011-11-20 15:21:00,351,18,0,0.0006854855,3018.63,3016.5606898337605,High Value
12397.0,2409.9,19.12619047619048,2,1263,2011-07-27 14:21:00,2011-11-04 09:52:00,99,35,0,0.053262923,2409.9,2281.541619229317,High Value
12398.0,1635.66,19.24305882352941,1,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,0,45,0,0.15324198,1635.66,1385.0082033705712,High Value
12399.0,1108.65,18.790677966101697,4,1178,2011-03-23 09:42:00,2011-08-12 13:15:00,142,118,0,0.019229531,1108.65,1087.331180137396,High Value
12401.0,84.3,16.86,1,11,2011-02-09 13:50:00,2011-02-09 13:50:00,0,302,1,0.600834,84.3,33.649692785739894,Low Value
12402.0,225.6,20.509090909090908,1,94,2011-01-20 13:49:00,2011-01-20 13:49:00,0,322,1,0.3731512,225.6,141.41709308624266,Mid Value
12403.0,427.7,85.53999999999999,1,96,2011-10-21 10:51:00,2011-10-21 10:51:00,0,49,0,0.67695254,427.7,138.1673982679844,Mid Value
12405.0,1710.39,31.67388888888889,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00,0,148,0,0.18059146,1710.39,1401.5081658160686,High Value
12406.0,3415.3,32.52666666666667,2,1818,2011-06-09 10:23:00,2011-11-17 19:22:00,161,21,0,0.039288707,3415.3,3281.1173041641714,High Value
12407.0,1708.12,22.183376623376624,5,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,214,49,0,0.0007952141,1708.12,1706.761727631092,High Value
12408.0,2888.55,27.51,5,1409,2011-03-24 14:46:00,2011-11-07 12:27:00,227,32,0,0.00041668472,2888.55,2887.3463525623083,High Value
12409.0,11072.67,101.58412844036695,3,5551,2011-06-10 12:19:00,2011-09-22 10:38:00,103,78,0,0.23437366,11072.67,8477.527488366366,High Value
12410.0,693.3299999999999,26.66653846153845,2,211,2011-02-04 10:38:00,2011-02-04 10:39:00,0,308,1,0.38116848,693.3299999999999,429.054454511404,Mid Value
12412.0,1226.88,20.112786885245903,3,829,2011-06-23 13:51:00,2011-09-26 10:16:00,94,74,0,0.110474996,1226.88,1091.3404274368288,High Value
12413.0,758.1,19.95,3,286,2011-01-06 16:12:00,2011-10-04 09:00:00,270,66,0,0.0016731921,758.1,756.831530714035,Mid Value
12414.0,562.41,31.245,3,300,2011-02-02 14:51:00,2011-05-06 14:51:00,93,216,1,0.39303386,562.41,341.3638256084919,Mid Value
12415.0,124914.53,174.95032212885152,21,77374,2011-01-06 11:12:00,2011-11-15 14:22:00,313,23,0,0.00065823615,124914.53,124832.30949602663,High Value
12417.0,3649.1,19.005729166666665,9,1552,2010-12-17 11:51:00,2011-12-06 14:52:00,354,2,0,0.0008783076,3649.1,3645.894871234894,High Value
12418.0,668.58,19.664117647058823,1,407,2011-08-19 11:08:00,2011-08-19 11:08:00,0,112,0,0.22804113,668.58,516.1162730562687,Mid Value
12420.0,600.39,20.70310344827586,1,345,2011-10-07 08:55:00,2011-10-07 08:55:00,0,63,0,0.3414714,600.39,395.3739659571647,Mid Value
12421.0,807.04,17.93422222222222,4,484,2011-01-24 15:09:00,2011-11-24 09:07:00,303,15,0,0.0011072314,807.04,806.1464324951171,Mid Value
12422.0,803.5600000000001,20.604102564102565,3,370,2011-01-19 09:13:00,2011-09-05 09:48:00,229,95,0,0.0012999524,803.5600000000001,802.5153902387619,Mid Value
12423.0,1859.31,14.87448,8,1339,2010-12-21 10:54:00,2011-12-09 10:10:00,352,0,0,0.0011003112,1859.31,1857.2641979670525,High Value
12424.0,1760.96,58.69866666666667,2,740,2011-06-30 12:06:00,2011-06-30 12:06:00,0,162,0,0.291402,1760.96,1247.812765235901,High Value
12425.0,777.2,21.58888888888889,1,496,2011-09-22 17:31:00,2011-09-22 17:31:00,0,77,0,0.19920011,777.2,622.3816871404648,Mid Value
12426.0,582.73,19.424333333333333,1,258,2011-05-29 12:26:00,2011-05-29 12:26:00,0,194,1,0.32638532,582.73,392.5354829233885,Mid Value
12427.0,825.8,26.63870967741936,3,533,2010-12-03 10:44:00,2011-11-18 08:56:00,349,21,0,0.00095051853,825.8,825.0150644898414,Mid Value
12428.0,7956.46,27.062789115646257,9,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,257,25,0,0.00047697712,7956.46,7952.665115740299,High Value
12429.0,3750.4,38.66391752577319,4,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,356,8,0,0.00054040266,3750.4,3748.373374938965,High Value
12430.0,256.4,23.30909090909091,1,117,2011-10-27 15:09:00,2011-10-27 15:09:00,0,42,0,0.4526992,256.4,140.3279291152954,Mid Value
12431.0,6487.45,27.60617021276596,15,2906,2010-12-01 10:03:00,2011-11-04 11:55:00,338,35,0,0.0004887727,6487.45,6484.279206347465,High Value
12432.0,5059.32,46.84555555555556,5,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,129,42,0,0.02132754,5059.32,4951.417073528766,High Value
12433.0,13375.87,31.847309523809525,7,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,372,0,0,0.00048450282,13375.87,13369.389041107297,High Value
12434.0,806.14,16.122799999999998,2,394,2011-03-24 13:05:00,2011-09-16 12:38:00,175,84,0,0.031198012,806.14,780.9900243282318,Mid Value
12435.0,7829.89,217.49694444444447,2,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,188,79,0,0.015031026,7829.89,7712.1986124473815,High Value
12436.0,509.01,31.813125,1,211,2011-09-01 12:09:00,2011-09-01 12:09:00,0,99,0,0.4331029,509.01,288.5562899440527,Mid Value
12437.0,4951.41,24.88145728643216,18,2922,2011-01-12 14:13:00,2011-12-08 11:35:00,329,1,0,0.00059985335,4951.41,4948.439841527938,High Value
12438.0,2906.85,29.66173469387755,2,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,125,13,0,0.05765523,2906.85,2739.2549375116823,High Value
12441.0,173.55,15.77727272727273,1,121,2010-12-08 10:45:00,2010-12-08 10:45:00,0,366,1,0.54641145,173.55,78.72029204070569,Low Value
12442.0,172.06,14.338333333333331,1,182,2011-12-06 14:22:00,2011-12-06 14:22:00,0,2,0,0.37422854,172.06,107.67023790955544,Mid Value
12444.0,5005.46,28.44011363636364,5,1153,2011-06-21 14:00:00,2011-11-18 13:23:00,149,20,0,0.016843192,5005.46,4921.152037479877,High Value
12445.0,133.4,33.35,1,62,2011-11-17 18:43:00,2011-11-17 18:43:00,0,21,0,0.47356644,133.4,70.22624051570892,Low Value
12446.0,1002.31,17.584385964912283,1,351,2011-10-13 12:50:00,2011-10-13 12:50:00,0,57,0,0.42207104,1002.31,579.2639762216807,Mid Value
12447.0,476.49,18.326538461538465,1,190,2011-04-10 13:25:00,2011-04-10 13:25:00,0,242,1,0.4533331,476.49,260.48129239797595,Mid Value
12448.0,449.45,20.42954545454545,1,243,2011-10-26 13:46:00,2011-10-26 13:46:00,0,43,0,0.27789837,449.45,324.54857705533504,Mid Value
12449.0,4067.29,21.29471204188481,4,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,164,21,0,0.03525075,4067.29,3923.915085377097,High Value
12450.0,197.88,24.735,2,128,2011-06-19 14:36:00,2011-07-06 14:41:00,17,155,0,0.28316104,197.88,141.84809258937835,Mid Value
12451.0,9035.52,25.52406779661017,5,6575,2011-01-19 09:05:00,2011-11-29 08:40:00,313,10,0,0.0003343261,9035.52,9032.49922279358,High Value
12452.0,430.57,19.571363636363635,2,185,2011-11-23 08:05:00,2011-11-23 10:28:00,0,16,0,0.32613733,430.57,290.14506088495256,Mid Value
12453.0,707.09,16.443953488372095,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00,0,133,0,0.2242537,707.09,548.5224413079023,Mid Value
12454.0,3528.34,235.22266666666667,1,1006,2011-10-14 17:13:00,2011-10-14 17:13:00,0,55,0,0.11606126,3528.34,3118.836377772093,High Value
12455.0,2466.86,27.40955555555556,6,2089,2011-02-16 09:56:00,2011-09-27 15:31:00,223,72,0,0.00034441098,2466.86,2466.0104241776467,High Value
12456.0,3181.04,25.44832,3,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,210,43,0,0.0008911127,3181.04,3178.205408849716,High Value
12457.0,2363.23,38.11661290322581,7,843,2011-04-14 18:57:00,2011-10-04 13:13:00,172,65,0,0.015829315,2363.23,2325.8216649365427,High Value
12458.0,947.4,24.931578947368426,2,506,2011-02-28 10:55:00,2011-09-29 15:25:00,213,70,0,0.0016428729,947.4,945.8435328125953,Mid Value
12461.0,826.88,23.62514285714286,2,287,2011-07-08 10:23:00,2011-09-06 16:57:00,60,93,0,0.28328454,826.88,592.6376754760743,Mid Value
12462.0,1189.59,19.186935483870965,2,536,2011-02-09 14:44:00,2011-11-21 09:11:00,284,18,0,0.0011513085,1189.59,1188.2203972935677,High Value
12463.0,1344.78,16.202168674698793,4,776,2011-04-12 12:47:00,2011-10-17 13:44:00,188,52,0,0.013384686,1344.78,1326.7805233740805,High Value
12464.0,1212.05,41.79482758620689,8,112,2011-02-03 13:30:00,2011-11-29 13:33:00,299,9,0,0.002153165,1212.05,1209.4402646183967,High Value
12465.0,742.1899999999999,15.79127659574468,2,479,2011-06-23 13:37:00,2011-11-22 16:34:00,152,16,0,0.110774964,742.1899999999999,659.9739072799682,Mid Value
12468.0,729.5400000000001,19.19842105263158,2,366,2011-01-27 13:29:00,2011-06-05 11:36:00,128,187,1,0.15453856,729.5400000000001,616.7979303038121,Mid Value
12471.0,19824.05,43.09576086956522,30,8212,2010-12-10 09:35:00,2011-12-07 15:43:00,362,1,0,0.00061835884,19824.05,19811.792024976014,High Value
12472.0,6572.11,19.386755162241887,7,4148,2010-12-05 14:19:00,2011-11-07 14:01:00,336,31,0,0.000513636,6572.11,6568.734477394223,High Value
12473.0,3938.55,23.44375,5,2439,2011-06-01 10:15:00,2011-11-10 13:46:00,162,28,0,0.017173111,3938.55,3870.9128419429067,High Value
12474.0,7375.79,17.395731132075472,18,4847,2011-01-14 10:06:00,2011-11-22 14:39:00,312,16,0,0.0006536956,7375.79,7370.968563062549,High Value
12475.0,723.38,20.093888888888888,1,535,2011-10-17 10:10:00,2011-10-17 10:10:00,0,53,0,0.20663807,723.38,573.9021328401566,Mid Value
12476.0,6816.42,29.255021459227468,11,2408,2010-12-13 14:39:00,2011-11-24 12:40:00,345,15,0,0.0004966614,6816.42,6813.034382990599,High Value
12477.0,13219.74,44.0658,6,3653,2011-02-11 12:45:00,2011-11-17 09:51:00,278,22,0,0.00038850436,13219.74,13214.604090363979,High Value
12478.0,680.99,18.91638888888889,1,236,2011-12-06 09:56:00,2011-12-06 09:56:00,0,3,0,0.29682177,680.99,478.85734076917174,Mid Value
12479.0,527.2,17.006451612903227,1,385,2011-11-28 13:26:00,2011-11-28 13:26:00,0,10,0,0.3157684,527.2,360.72692003250125,Mid Value
12480.0,3281.63,21.30928571428572,4,1707,2011-01-07 15:27:00,2011-11-11 14:52:00,307,27,0,0.0007705285,3281.63,3279.1014737528562,High Value
12481.0,5596.32,25.7894930875576,10,3304,2010-12-09 10:13:00,2011-11-17 08:29:00,342,22,0,0.00050399784,5596.32,5593.499360275268,High Value
12483.0,2484.98,33.133066666666664,8,1110,2011-01-04 14:20:00,2011-11-22 17:02:00,322,16,0,0.00055895554,2484.98,2483.5909648680686,High Value
12484.0,4541.72,13.126358381502891,6,2191,2011-01-07 14:04:00,2011-11-07 11:37:00,303,32,0,0.00030746506,4541.72,4540.323690161706,High Value
12488.0,1298.66,23.612,3,529,2011-09-25 10:34:00,2011-11-30 08:50:00,65,9,0,0.10427989,1298.66,1163.2358965516091,High Value
12489.0,334.93,22.328666666666667,1,105,2011-01-07 13:13:00,2011-01-07 13:13:00,0,335,1,0.5459562,334.93,152.0728918093443,Mid Value
12490.0,5417.93,22.114,10,3064,2011-01-14 09:13:00,2011-12-04 16:07:00,324,4,0,0.0008110977,5417.93,5413.535516943932,High Value
12491.0,460.4,17.70769230769231,1,260,2011-11-01 12:18:00,2011-11-01 12:18:00,0,38,0,0.3582929,460.4,295.4419316768646,Mid Value
12492.0,263.21000000000004,13.160500000000004,2,192,2011-08-26 14:51:00,2011-10-07 15:15:00,42,62,0,0.2362804,263.21000000000004,201.01864073812965,Mid Value
12493.0,433.74,19.715454545454545,2,207,2011-05-26 14:53:00,2011-06-27 10:17:00,31,165,0,0.2796829,433.74,312.4303499364853,Mid Value
12494.0,1246.1,16.183116883116885,7,707,2010-12-09 11:31:00,2011-11-24 09:34:00,349,15,0,0.001236153,1246.1,1244.559645038843,High Value
12497.0,1043.1,74.50714285714285,1,1236,2011-09-19 12:29:00,2011-09-19 12:29:00,0,81,0,0.14674014,1043.1,890.0353614985942,Mid Value
12498.0,403.7000000000001,17.55217391304348,3,159,2011-10-13 09:30:00,2011-11-18 12:53:00,36,20,0,0.21975602,403.7000000000001,314.98449989557275,Mid Value
12500.0,4257.82,69.80032786885245,11,2678,2011-01-10 09:48:00,2011-11-16 16:20:00,310,22,0,0.00047245683,4257.82,4255.808239578008,High Value
12501.0,2169.39,14.5596644295302,1,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,0,336,1,0.19437201,2169.39,1747.7213305860757,High Value
12502.0,3723.87,25.332448979591835,5,820,2011-02-03 10:41:00,2011-09-05 11:52:00,214,95,0,0.00063974847,3723.87,3721.487703872323,High Value
12504.0,482.05,53.5611111111111,2,90,2011-11-09 14:56:00,2011-11-21 16:02:00,12,17,0,0.32123083,482.05,327.2006789952517,Mid Value
12506.0,73.5,3.1956521739130435,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,0,232,1,0.21749003,73.5,57.51448372006416,Low Value
12507.0,1304.81,62.13380952380952,3,894,2011-02-14 09:24:00,2011-07-28 17:09:00,164,133,0,0.018918833,1304.81,1280.1245445555448,High Value
12508.0,398.27,5.772028985507246,2,272,2011-11-10 16:27:00,2011-11-13 15:37:00,2,25,0,0.24392182,398.27,301.123258202672,Mid Value
12509.0,176.5,25.214285714285715,1,55,2011-02-28 14:45:00,2011-02-28 14:45:00,0,283,1,0.35522464,176.5,113.8028564453125,Mid Value
12510.0,982.57,29.774848484848484,2,353,2011-01-18 14:04:00,2011-07-20 10:15:00,182,142,0,0.04902992,982.57,934.3946456372738,Mid Value
12512.0,138.03,4.059705882352941,2,99,2011-10-04 14:53:00,2011-10-04 14:55:00,0,65,0,0.17394191,138.03,114.02079812586308,Mid Value
12513.0,612.29,17.494,1,462,2011-08-19 10:51:00,2011-08-19 10:51:00,0,112,0,0.27569717,612.29,443.4833787471056,Mid Value
12514.0,1017.68,19.954509803921567,1,440,2011-03-17 16:38:00,2011-03-17 16:38:00,0,266,1,0.39683875,1017.68,613.8251060771942,Mid Value
12515.0,383.7,23.98125,1,131,2010-12-21 15:43:00,2010-12-21 15:43:00,0,352,1,0.505558,383.7,189.7173900604248,Mid Value
12516.0,1312.06,50.46384615384615,2,875,2011-06-12 11:37:00,2011-09-23 09:13:00,102,77,0,0.06727248,1312.06,1223.7944642460345,High Value
12517.0,2502.84,8.812816901408452,5,1371,2011-06-02 15:13:00,2011-11-11 14:04:00,161,27,0,0.01828119,2502.84,2457.085177037716,High Value
12518.0,2056.89,16.58782258064516,5,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0,0,0.09691733,2056.89,1857.541710589528,High Value
12519.0,340.84,18.93555555555556,1,183,2011-10-07 09:26:00,2011-10-07 09:26:00,0,63,0,0.30022317,340.84,238.51193415403364,Mid Value
12520.0,2634.26,17.330657894736845,5,1439,2011-03-11 11:35:00,2011-09-21 15:23:00,194,78,0,0.0005865923,2634.26,2632.7148239314556,High Value
12521.0,599.68,15.781052631578946,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00,0,142,0,0.357753,599.68,385.14265792846675,Mid Value
12522.0,192.72,16.06,2,194,2011-10-19 14:41:00,2011-10-31 15:30:00,12,38,0,0.22770663,192.72,148.83638189792632,Mid Value
12523.0,1789.77,16.884622641509434,11,865,2011-01-12 09:43:00,2011-11-20 12:55:00,312,18,0,0.0010348393,1789.77,1787.917846058607,High Value
12524.0,4485.72,31.15083333333333,8,3699,2011-01-10 10:35:00,2011-11-30 15:31:00,324,8,0,0.00055529625,4485.72,4483.22918343544,High Value
12526.0,1316.66,18.54450704225352,3,632,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0,0,0.15045024,1316.66,1118.5682006359102,High Value
12527.0,348.71000000000004,19.37277777777778,3,234,2011-01-18 12:05:00,2011-09-19 11:55:00,243,81,0,0.0024851356,348.71000000000004,347.8434012305737,Mid Value
12528.0,1933.48,21.01608695652174,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,303,8,0,0.0014948401,1933.48,1930.5897859787942,High Value
12530.0,1662.28,25.186060606060607,4,913,2011-01-07 10:04:00,2011-10-11 12:34:00,277,59,0,0.0005527078,1662.28,1661.3612347865105,High Value
12531.0,125.22,7.365882352941177,1,45,2011-11-25 11:12:00,2011-11-25 11:12:00,0,14,0,0.58550364,125.22,51.90323447585106,Low Value
12532.0,349.83000000000004,21.864375000000003,1,153,2011-11-09 13:47:00,2011-11-09 13:47:00,0,29,0,0.3872332,349.83000000000004,214.36421045243742,Mid Value
12534.0,1089.18,17.28857142857143,1,651,2011-08-01 10:26:00,2011-08-01 10:26:00,0,130,0,0.15984246,1089.18,915.0827554893494,Mid Value
12535.0,716.35,21.069117647058825,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00,94,91,0,0.3167188,716.35,489.46847561597826,Mid Value
12536.0,12601.830000000002,48.2828735632184,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,15,42,0,0.15182507,12601.830000000002,10688.55627331853,High Value
12538.0,363.95,17.33095238095238,1,191,2011-11-10 17:16:00,2011-11-10 17:16:00,0,28,0,0.3995187,363.95,218.54515885114668,Mid Value
12539.0,5568.35,20.396886446886448,4,2067,2011-01-10 09:11:00,2011-11-17 13:30:00,311,21,0,0.00041023197,5568.35,5566.065535578132,High Value
12540.0,13400.24,28.03397489539749,17,6685,2010-12-13 09:39:00,2011-11-20 11:31:00,342,19,0,0.00054627727,13400.24,13392.919762864112,High Value
12541.0,981.18,18.86884615384616,3,680,2011-03-04 09:32:00,2011-11-10 10:40:00,251,29,0,0.0008150444,981.18,980.3803050255775,Mid Value
12544.0,372.7,19.61578947368421,1,136,2011-11-03 16:15:00,2011-11-03 16:15:00,0,35,0,0.3881468,372.7,228.0377032637596,Mid Value
12545.0,1000.39,20.0078,2,523,2011-03-25 12:04:00,2011-09-25 13:39:00,184,74,0,0.029944606,1000.39,970.4337229317426,Mid Value
12546.0,1161.5,16.833333333333332,2,633,2011-09-23 09:44:00,2011-10-24 12:09:00,31,46,0,0.099174455,1161.5,1046.3088880479336,High Value
12547.0,207.8,25.975,2,134,2011-03-04 12:46:00,2011-05-26 12:38:00,82,197,1,0.4811917,207.8,107.80836583375931,Mid Value
12548.0,95.2,19.04,1,49,2011-06-26 15:35:00,2011-06-26 15:35:00,0,165,0,0.36595634,95.2,60.36095962524414,Low Value
12550.0,964.83,16.92684210526316,1,569,2011-09-21 14:35:00,2011-09-21 14:35:00,0,78,0,0.19291717,964.83,778.6977286630869,Mid Value
12551.0,168.0,16.8,1,100,2010-12-17 11:23:00,2010-12-17 11:23:00,0,357,1,0.4919078,168.0,85.35948371887207,Low Value
12552.0,437.82,21.891,2,88,2011-10-31 12:11:00,2011-11-01 10:02:00,0,38,0,0.48648337,437.82,224.82786605358123,Mid Value
12553.0,3692.28,19.33130890052356,10,1965,2011-01-14 10:42:00,2011-12-01 16:38:00,321,7,0,0.00061230536,3692.28,3690.019148590565,High Value
12556.0,603.71,4.989338842975207,2,358,2011-07-11 13:35:00,2011-10-20 13:06:00,100,49,0,0.17994834,603.71,495.073393740654,Mid Value
12557.0,11990.96,363.36242424242425,5,4384,2010-12-03 12:20:00,2011-11-23 16:59:00,355,15,0,0.0005932661,11990.96,11983.846422581672,High Value
12558.0,269.96,24.54181818181818,1,196,2011-12-02 10:41:00,2011-12-02 10:41:00,0,7,0,0.4192068,269.96,156.79093279123305,Mid Value
12559.0,561.71,26.74809523809524,2,283,2011-01-24 10:12:00,2011-02-02 09:49:00,8,310,1,0.36833617,561.71,354.81187269687655,Mid Value
12560.0,2134.01,20.323904761904764,3,1110,2011-07-19 15:55:00,2011-12-04 13:54:00,137,4,0,0.03888255,2134.01,2051.0342418402433,High Value
12561.0,238.85,14.928125,1,177,2011-02-10 11:39:00,2011-02-10 11:39:00,0,302,1,0.42327055,238.85,137.75182121396065,Mid Value
12562.0,3781.74,22.510357142857146,7,1779,2011-05-25 12:44:00,2011-12-01 17:20:00,190,7,0,0.00088224857,3781.74,3778.403491995334,High Value
12564.0,456.9,21.757142857142856,1,133,2011-03-23 14:55:00,2011-03-23 14:55:00,0,260,1,0.43830526,456.9,256.63832727670666,Mid Value
12565.0,145.92,16.21333333333333,1,80,2011-02-24 10:34:00,2011-02-24 10:34:00,0,288,1,0.577838,145.92,61.60187850952148,Low Value
12566.0,351.65,18.507894736842104,1,265,2011-09-14 14:30:00,2011-09-14 14:30:00,0,85,0,0.3355446,351.65,233.65574626922606,Mid Value
12567.0,9401.28,21.07910313901345,10,4305,2010-12-05 11:57:00,2011-11-17 11:02:00,346,22,0,0.0007886419,9401.28,9393.865877437593,High Value
12569.0,4124.69,21.939840425531912,32,1801,2011-04-01 13:47:00,2011-12-07 16:24:00,250,1,0,0.00081804197,4124.69,4121.315945236683,High Value
