CustomerID,total_revenue,avg_order_value,invoice_count,total_quantity,first_purchase,last_purchase,tenure_days,recency_days
12374.0,742.9300000000001,22.513030303030305,1,342,2011-11-14 15:37:00,2011-11-14 15:37:00,0,24
12375.0,457.5,26.91176470588235,2,178,2011-09-02 14:23:00,2011-11-29 10:36:00,87,10
12377.0,1628.12,21.144415584415583,2,944,2010-12-20 09:37:00,2011-01-28 15:45:00,39,314
12378.0,4008.62,18.30420091324201,1,2529,2011-08-02 10:34:00,2011-08-02 10:34:00,0,129
12379.0,852.24,21.306,2,407,2011-06-22 16:32:00,2011-09-19 10:09:00,88,81
12380.0,2724.81,26.200096153846154,4,1127,2011-06-07 09:49:00,2011-11-18 11:27:00,164,21
12381.0,1845.31,21.21045977011494,5,808,2011-08-12 09:57:00,2011-12-05 12:44:00,115,4
12383.0,1850.56,18.69252525252525,5,1532,2010-12-22 14:28:00,2011-06-08 08:02:00,167,184
12384.0,585.27,21.676666666666666,2,126,2011-08-10 11:23:00,2011-11-11 08:39:00,92,28
12386.0,401.9,40.19,2,354,2010-12-08 09:53:00,2011-01-06 12:37:00,29,337
12388.0,2780.66,27.8066,6,1462,2011-01-17 11:12:00,2011-11-24 12:30:00,311,15
12390.0,549.84,17.1825,1,353,2011-09-21 09:33:00,2011-09-21 09:33:00,0,79
12391.0,460.89,4.6089,1,300,2011-11-18 12:07:00,2011-11-18 12:07:00,0,21
12393.0,1582.6000000000001,24.728125000000002,4,816,2011-01-11 09:47:00,2011-09-28 15:41:00,260,71
12394.0,1272.48,47.12888888888889,2,819,2011-05-06 14:01:00,2011-10-07 08:08:00,153,63
12395.0,3018.63,19.350192307692307,12,2118,2010-12-03 16:35:00,2011-11-20 15:21:00,351,18
12397.0,2409.9,19.126190476190477,2,1263,2011-07-27 14:21:00,2011-11-04 09:52:00,99,35
12398.0,1635.6599999999999,19.24305882352941,1,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,0,45
12399.0,1108.65,18.790677966101697,4,1178,2011-03-23 09:42:00,2011-08-12 13:15:00,142,118
12401.0,84.3,16.86,1,11,2011-02-09 13:50:00,2011-02-09 13:50:00,0,302
12402.0,225.6,20.509090909090908,1,94,2011-01-20 13:49:00,2011-01-20 13:49:00,0,322
12403.0,427.7,85.53999999999999,1,96,2011-10-21 10:51:00,2011-10-21 10:51:00,0,49
12405.0,1710.39,31.67388888888889,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00,0,148
12406.0,3415.3,32.52666666666667,2,1818,2011-06-09 10:23:00,2011-11-17 19:22:00,161,21
12407.0,1708.1200000000001,22.183376623376624,5,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,214,49
12408.0,2888.55,27.51,5,1409,2011-03-24 14:46:00,2011-11-07 12:27:00,227,32
12409.0,11072.67,101.58412844036697,3,5551,2011-06-10 12:19:00,2011-09-22 10:38:00,103,78
12410.0,693.3299999999999,26.666538461538458,2,211,2011-02-04 10:38:00,2011-02-04 10:39:00,0,308
12412.0,1226.88,20.112786885245903,3,829,2011-06-23 13:51:00,2011-09-26 10:16:00,94,74
12413.0,758.1,19.95,3,286,2011-01-06 16:12:00,2011-10-04 09:00:00,270,66
12414.0,562.41,31.244999999999997,3,300,2011-02-02 14:51:00,2011-05-06 14:51:00,93,216
12415.0,124914.53,174.95032212885152,21,77374,2011-01-06 11:12:00,2011-11-15 14:22:00,313,23
12417.0,3649.1,19.005729166666665,9,1552,2010-12-17 11:51:00,2011-12-06 14:52:00,354,2
12418.0,668.58,19.664117647058823,1,407,2011-08-19 11:08:00,2011-08-19 11:08:00,0,112
12420.0,600.39,20.70310344827586,1,345,2011-10-07 08:55:00,2011-10-07 08:55:00,0,63
12421.0,807.04,17.93422222222222,4,484,2011-01-24 15:09:00,2011-11-24 09:07:00,303,15
12422.0,803.5600000000001,20.604102564102565,3,370,2011-01-19 09:13:00,2011-09-05 09:48:00,229,95
12423.0,1859.31,14.87448,8,1339,2010-12-21 10:54:00,2011-12-09 10:10:00,352,0
12424.0,1760.96,58.69866666666667,2,740,2011-06-30 12:06:00,2011-06-30 12:06:00,0,162
12425.0,777.2,21.58888888888889,1,496,2011-09-22 17:31:00,2011-09-22 17:31:00,0,77
12426.0,582.73,19.424333333333333,1,258,2011-05-29 12:26:00,2011-05-29 12:26:00,0,194
12427.0,825.8,26.638709677419353,3,533,2010-12-03 10:44:00,2011-11-18 08:56:00,349,21
12428.0,7956.46,27.062789115646257,9,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,257,25
12429.0,3750.4,38.66391752577319,4,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,356,8
12430.0,256.4,23.30909090909091,1,117,2011-10-27 15:09:00,2011-10-27 15:09:00,0,42
12431.0,6487.45,27.606170212765957,15,2906,2010-12-01 10:03:00,2011-11-04 11:55:00,338,35
12432.0,5059.32,46.845555555555556,5,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,129,42
12433.0,13375.87,31.847309523809525,7,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,372,0
12434.0,806.14,16.122799999999998,2,394,2011-03-24 13:05:00,2011-09-16 12:38:00,175,84
12435.0,7829.89,217.49694444444447,2,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,188,79
12436.0,509.01,31.813125,1,211,2011-09-01 12:09:00,2011-09-01 12:09:00,0,99
12437.0,4951.41,24.88145728643216,18,2922,2011-01-12 14:13:00,2011-12-08 11:35:00,329,1
12438.0,2906.85,29.66173469387755,2,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,125,13
12441.0,173.55,15.77727272727273,1,121,2010-12-08 10:45:00,2010-12-08 10:45:00,0,366
12442.0,172.06,14.338333333333333,1,182,2011-12-06 14:22:00,2011-12-06 14:22:00,0,2
12444.0,5005.46,28.440113636363638,5,1153,2011-06-21 14:00:00,2011-11-18 13:23:00,149,20
12445.0,133.4,33.35,1,62,2011-11-17 18:43:00,2011-11-17 18:43:00,0,21
12446.0,1002.3100000000001,17.584385964912283,1,351,2011-10-13 12:50:00,2011-10-13 12:50:00,0,57
12447.0,476.49,18.326538461538462,1,190,2011-04-10 13:25:00,2011-04-10 13:25:00,0,242
12448.0,449.45,20.429545454545455,1,243,2011-10-26 13:46:00,2011-10-26 13:46:00,0,43
12449.0,4067.29,21.294712041884818,4,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,164,21
12450.0,197.88,24.735,2,128,2011-06-19 14:36:00,2011-07-06 14:41:00,17,155
12451.0,9035.52,25.524067796610172,5,6575,2011-01-19 09:05:00,2011-11-29 08:40:00,313,10
12452.0,430.57,19.571363636363635,2,185,2011-11-23 08:05:00,2011-11-23 10:28:00,0,16
12453.0,707.09,16.443953488372095,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00,0,133
12454.0,3528.34,235.22266666666667,1,1006,2011-10-14 17:13:00,2011-10-14 17:13:00,0,55
12455.0,2466.86,27.409555555555556,6,2089,2011-02-16 09:56:00,2011-09-27 15:31:00,223,72
12456.0,3181.04,25.44832,3,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,210,43
12457.0,2363.23,38.11661290322581,7,843,2011-04-14 18:57:00,2011-10-04 13:13:00,172,65
12458.0,947.4,24.931578947368422,2,506,2011-02-28 10:55:00,2011-09-29 15:25:00,213,70
12461.0,826.88,23.62514285714286,2,287,2011-07-08 10:23:00,2011-09-06 16:57:00,60,93
12462.0,1189.59,19.186935483870965,2,536,2011-02-09 14:44:00,2011-11-21 09:11:00,284,18
12463.0,1344.78,16.202168674698793,4,776,2011-04-12 12:47:00,2011-10-17 13:44:00,188,52
12464.0,1212.05,41.79482758620689,8,112,2011-02-03 13:30:00,2011-11-29 13:33:00,299,9
12465.0,742.1899999999999,15.79127659574468,2,479,2011-06-23 13:37:00,2011-11-22 16:34:00,152,16
12468.0,729.5400000000001,19.19842105263158,2,366,2011-01-27 13:29:00,2011-06-05 11:36:00,128,187
12471.0,19824.05,43.09576086956522,30,8212,2010-12-10 09:35:00,2011-12-07 15:43:00,362,1
12472.0,6572.11,19.386755162241887,7,4148,2010-12-05 14:19:00,2011-11-07 14:01:00,336,31
12473.0,3938.5499999999997,23.443749999999998,5,2439,2011-06-01 10:15:00,2011-11-10 13:46:00,162,28
12474.0,7375.79,17.395731132075472,18,4847,2011-01-14 10:06:00,2011-11-22 14:39:00,312,16
12475.0,723.38,20.093888888888888,1,535,2011-10-17 10:10:00,2011-10-17 10:10:00,0,53
12476.0,6816.42,29.255021459227468,11,2408,2010-12-13 14:39:00,2011-11-24 12:40:00,345,15
12477.0,13219.74,44.065799999999996,6,3653,2011-02-11 12:45:00,2011-11-17 09:51:00,278,22
12478.0,680.99,18.91638888888889,1,236,2011-12-06 09:56:00,2011-12-06 09:56:00,0,3
12479.0,527.2,17.006451612903227,1,385,2011-11-28 13:26:00,2011-11-28 13:26:00,0,10
12480.0,3281.63,21.309285714285714,4,1707,2011-01-07 15:27:00,2011-11-11 14:52:00,307,27
12481.0,5596.32,25.789493087557602,10,3304,2010-12-09 10:13:00,2011-11-17 08:29:00,342,22
12483.0,2484.98,33.133066666666664,8,1110,2011-01-04 14:20:00,2011-11-22 17:02:00,322,16
12484.0,4541.72,13.126358381502891,6,2191,2011-01-07 14:04:00,2011-11-07 11:37:00,303,32
12488.0,1298.66,23.612000000000002,3,529,2011-09-25 10:34:00,2011-11-30 08:50:00,65,9
12489.0,334.93,22.328666666666667,1,105,2011-01-07 13:13:00,2011-01-07 13:13:00,0,335
12490.0,5417.93,22.114,10,3064,2011-01-14 09:13:00,2011-12-04 16:07:00,324,4
12491.0,460.40000000000003,17.70769230769231,1,260,2011-11-01 12:18:00,2011-11-01 12:18:00,0,38
12492.0,263.21000000000004,13.160500000000003,2,192,2011-08-26 14:51:00,2011-10-07 15:15:00,42,62
12493.0,433.74,19.715454545454545,2,207,2011-05-26 14:53:00,2011-06-27 10:17:00,31,165
12494.0,1246.1000000000001,16.183116883116885,7,707,2010-12-09 11:31:00,2011-11-24 09:34:00,349,15
12497.0,1043.1,74.50714285714285,1,1236,2011-09-19 12:29:00,2011-09-19 12:29:00,0,81
12498.0,403.70000000000005,17.55217391304348,3,159,2011-10-13 09:30:00,2011-11-18 12:53:00,36,20
12500.0,4257.82,69.80032786885245,11,2678,2011-01-10 09:48:00,2011-11-16 16:20:00,310,22
12501.0,2169.39,14.559664429530201,1,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,0,336
12502.0,3723.87,25.332448979591835,5,820,2011-02-03 10:41:00,2011-09-05 11:52:00,214,95
12504.0,482.04999999999995,53.5611111111111,2,90,2011-11-09 14:56:00,2011-11-21 16:02:00,12,17
12506.0,73.5,3.1956521739130435,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,0,232
12507.0,1304.81,62.13380952380952,3,894,2011-02-14 09:24:00,2011-07-28 17:09:00,164,133
12508.0,398.27,5.772028985507246,2,272,2011-11-10 16:27:00,2011-11-13 15:37:00,2,25
12509.0,176.5,25.214285714285715,1,55,2011-02-28 14:45:00,2011-02-28 14:45:00,0,283
12510.0,982.5699999999999,29.774848484848484,2,353,2011-01-18 14:04:00,2011-07-20 10:15:00,182,142
12512.0,138.03,4.059705882352941,2,99,2011-10-04 14:53:00,2011-10-04 14:55:00,0,65
12513.0,612.29,17.494,1,462,2011-08-19 10:51:00,2011-08-19 10:51:00,0,112
12514.0,1017.68,19.954509803921567,1,440,2011-03-17 16:38:00,2011-03-17 16:38:00,0,266
12515.0,383.7,23.98125,1,131,2010-12-21 15:43:00,2010-12-21 15:43:00,0,352
12516.0,1312.06,50.46384615384615,2,875,2011-06-12 11:37:00,2011-09-23 09:13:00,102,77
12517.0,2502.84,8.812816901408452,5,1371,2011-06-02 15:13:00,2011-11-11 14:04:00,161,27
12518.0,2056.89,16.58782258064516,5,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0
12519.0,340.84,18.935555555555553,1,183,2011-10-07 09:26:00,2011-10-07 09:26:00,0,63
12520.0,2634.26,17.330657894736845,5,1439,2011-03-11 11:35:00,2011-09-21 15:23:00,194,78
12521.0,599.68,15.781052631578946,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00,0,142
12522.0,192.72,16.06,2,194,2011-10-19 14:41:00,2011-10-31 15:30:00,12,38
12523.0,1789.77,16.884622641509434,11,865,2011-01-12 09:43:00,2011-11-20 12:55:00,312,18
12524.0,4485.72,31.150833333333335,8,3699,2011-01-10 10:35:00,2011-11-30 15:31:00,324,8
12526.0,1316.66,18.54450704225352,3,632,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0
12527.0,348.71000000000004,19.37277777777778,3,234,2011-01-18 12:05:00,2011-09-19 11:55:00,243,81
12528.0,1933.48,21.01608695652174,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,303,8
12530.0,1662.28,25.186060606060607,4,913,2011-01-07 10:04:00,2011-10-11 12:34:00,277,59
12531.0,125.22,7.365882352941177,1,45,2011-11-25 11:12:00,2011-11-25 11:12:00,0,14
12532.0,349.83000000000004,21.864375000000003,1,153,2011-11-09 13:47:00,2011-11-09 13:47:00,0,29
12534.0,1089.18,17.28857142857143,1,651,2011-08-01 10:26:00,2011-08-01 10:26:00,0,130
12535.0,716.35,21.069117647058825,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00,94,91
12536.0,12601.830000000002,48.282873563218395,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,15,42
12538.0,363.95,17.33095238095238,1,191,2011-11-10 17:16:00,2011-11-10 17:16:00,0,28
12539.0,5568.35,20.396886446886448,4,2067,2011-01-10 09:11:00,2011-11-17 13:30:00,311,21
12540.0,13400.24,28.03397489539749,17,6685,2010-12-13 09:39:00,2011-11-20 11:31:00,342,19
12541.0,981.18,18.868846153846153,3,680,2011-03-04 09:32:00,2011-11-10 10:40:00,251,29
12544.0,372.7,19.61578947368421,1,136,2011-11-03 16:15:00,2011-11-03 16:15:00,0,35
12545.0,1000.39,20.0078,2,523,2011-03-25 12:04:00,2011-09-25 13:39:00,184,74
12546.0,1161.5,16.833333333333332,2,633,2011-09-23 09:44:00,2011-10-24 12:09:00,31,46
12547.0,207.79999999999998,25.974999999999998,2,134,2011-03-04 12:46:00,2011-05-26 12:38:00,82,197
12548.0,95.19999999999999,19.04,1,49,2011-06-26 15:35:00,2011-06-26 15:35:00,0,165
12550.0,964.83,16.92684210526316,1,569,2011-09-21 14:35:00,2011-09-21 14:35:00,0,78
12551.0,168.0,16.8,1,100,2010-12-17 11:23:00,2010-12-17 11:23:00,0,357
12552.0,437.82,21.891,2,88,2011-10-31 12:11:00,2011-11-01 10:02:00,0,38
12553.0,3692.28,19.33130890052356,10,1965,2011-01-14 10:42:00,2011-12-01 16:38:00,321,7
12556.0,603.71,4.989338842975207,2,358,2011-07-11 13:35:00,2011-10-20 13:06:00,100,49
12557.0,11990.960000000001,363.36242424242425,5,4384,2010-12-03 12:20:00,2011-11-23 16:59:00,355,15
12558.0,269.96,24.54181818181818,1,196,2011-12-02 10:41:00,2011-12-02 10:41:00,0,7
12559.0,561.71,26.74809523809524,2,283,2011-01-24 10:12:00,2011-02-02 09:49:00,8,310
12560.0,2134.01,20.323904761904764,3,1110,2011-07-19 15:55:00,2011-12-04 13:54:00,137,4
12561.0,238.85,14.928125,1,177,2011-02-10 11:39:00,2011-02-10 11:39:00,0,302
12562.0,3781.7400000000002,22.510357142857146,7,1779,2011-05-25 12:44:00,2011-12-01 17:20:00,190,7
12564.0,456.9,21.757142857142856,1,133,2011-03-23 14:55:00,2011-03-23 14:55:00,0,260
12565.0,145.92,16.21333333333333,1,80,2011-02-24 10:34:00,2011-02-24 10:34:00,0,288
12566.0,351.65,18.507894736842104,1,265,2011-09-14 14:30:00,2011-09-14 14:30:00,0,85
12567.0,9401.28,21.079103139013455,10,4305,2010-12-05 11:57:00,2011-11-17 11:02:00,346,22
12569.0,4124.69,21.939840425531912,32,1801,2011-04-01 13:47:00,2011-12-07 16:24:00,250,1
12571.0,519.61,15.28264705882353,2,523,2011-08-10 12:35:00,2011-10-31 10:19:00,81,39
12572.0,1020.42,17.006999999999998,2,452,2011-10-19 08:20:00,2011-12-01 09:20:00,43,8
12573.0,160.54000000000002,5.733571428571429,1,84,2011-04-26 15:52:00,2011-04-26 15:52:00,0,226
12574.0,218.45,19.85909090909091,1,61,2011-01-28 09:20:00,2011-01-28 09:20:00,0,315
12576.0,1315.83,14.952613636363635,5,967,2011-02-08 11:31:00,2011-11-04 10:11:00,268,35
12577.0,657.8,4.474829931972788,3,472,2010-12-15 16:21:00,2011-11-04 13:24:00,323,34
12578.0,2794.51,24.51324561403509,2,1196,2011-01-13 15:34:00,2011-11-18 13:30:00,308,20
12579.0,440.42,15.18689655172414,1,285,2011-09-22 17:15:00,2011-09-22 17:15:00,0,77
12580.0,415.7,17.320833333333333,1,238,2011-04-07 10:24:00,2011-04-07 10:24:00,0,246
12581.0,197.71,13.180666666666667,1,161,2011-10-31 08:56:00,2011-10-31 08:56:00,0,39
12582.0,511.36,23.243636363636366,2,300,2011-02-24 11:42:00,2011-04-15 08:45:00,49,238
12583.0,7281.38,29.47927125506073,15,5060,2010-12-01 08:45:00,2011-12-07 08:07:00,370,2
12584.0,2338.15,24.355729166666666,9,416,2011-03-04 15:15:00,2011-12-06 09:35:00,276,3
12585.0,2040.1,23.44942528735632,2,1279,2010-12-23 12:58:00,2011-04-19 13:39:00,117,233
12586.0,196.94000000000003,17.903636363636366,1,79,2011-11-22 16:24:00,2011-11-22 16:24:00,0,16
12587.0,144.0,36.0,1,51,2011-12-02 12:47:00,2011-12-02 12:47:00,0,7
12588.0,214.89999999999998,21.49,1,53,2011-10-31 15:01:00,2011-10-31 15:01:00,0,38
12589.0,646.68,18.47657142857143,2,306,2011-07-18 12:05:00,2011-11-11 10:19:00,115,28
12590.0,9864.26,145.06264705882353,2,4283,2011-05-12 14:46:00,2011-05-12 14:52:00,0,210
12591.0,452.84999999999997,17.41730769230769,1,228,2011-01-26 14:35:00,2011-01-26 14:35:00,0,316
12592.0,437.6,24.311111111111114,2,290,2011-05-10 13:44:00,2011-09-08 15:04:00,121,91
12593.0,418.09999999999997,19.909523809523808,3,206,2011-05-05 09:29:00,2011-08-23 12:43:00,110,108
12594.0,3338.2200000000003,28.290000000000003,10,1777,2011-01-21 09:52:00,2011-11-02 12:20:00,285,37
12596.0,618.27,22.898888888888887,2,474,2011-04-11 13:22:00,2011-10-19 13:02:00,190,50
12597.0,3811.22,18.50106796116505,4,2236,2011-03-16 14:00:00,2011-11-20 13:33:00,248,18
12598.0,3023.08,22.902121212121212,8,1964,2011-02-28 11:58:00,2011-11-30 12:18:00,275,9
12599.0,1032.58,16.654516129032256,7,956,2011-02-08 13:28:00,2011-11-10 13:34:00,275,28
12600.0,2599.04,40.61,10,774,2010-12-03 12:57:00,2011-11-11 10:29:00,342,28
12601.0,577.0600000000001,20.609285714285715,5,245,2011-01-11 10:38:00,2011-06-03 10:17:00,142,189
12602.0,153.12,12.76,1,162,2011-10-12 11:22:00,2011-10-12 11:22:00,0,58
12603.0,739.1999999999999,369.59999999999997,1,63,2011-11-18 10:42:00,2011-11-18 10:42:00,0,21
12604.0,254.18,15.88625,2,201,2011-03-23 12:06:00,2011-09-21 14:08:00,182,78
12607.0,1579.51,15.63871287128713,1,1228,2011-10-10 16:06:00,2011-10-10 16:06:00,0,59
12609.0,1126.85,18.78083333333333,3,648,2011-01-25 15:13:00,2011-09-22 16:34:00,240,77
12610.0,2099.54,19.80698113207547,5,1049,2011-08-05 13:52:00,2011-11-17 09:34:00,103,22
12611.0,1193.32,18.35876923076923,1,846,2011-10-18 13:12:00,2011-10-18 13:12:00,0,51
12612.0,704.0400000000001,37.054736842105264,1,262,2011-09-26 15:35:00,2011-09-26 15:35:00,0,73
12613.0,3344.38,21.858692810457516,5,1644,2011-03-22 15:42:00,2011-10-13 14:59:00,204,56
12614.0,315.6,15.780000000000001,1,76,2011-03-07 10:22:00,2011-03-07 10:22:00,0,277
12615.0,2291.19,21.820857142857143,4,1376,2011-06-24 13:35:00,2011-12-07 15:02:00,166,1
12616.0,713.3,22.290625,2,284,2011-02-15 14:17:00,2011-09-05 15:17:00,202,94
12617.0,355.53,8.465,1,213,2011-11-10 14:39:00,2011-11-10 14:39:00,0,28
12618.0,177.31,16.11909090909091,1,96,2011-11-18 11:10:00,2011-11-18 11:10:00,0,21
12619.0,3641.24,40.45822222222222,9,3378,2011-03-31 13:10:00,2011-11-23 14:52:00,237,15
12620.0,1339.41,14.558804347826088,3,1181,2011-05-19 12:10:00,2011-11-25 10:20:00,189,14
12621.0,13689.67,29.31406852248394,20,7440,2010-12-09 10:16:00,2011-12-08 11:25:00,364,1
12622.0,180.1,16.37272727272727,1,69,2011-04-21 16:39:00,2011-04-21 16:39:00,0,231
12623.0,305.1,16.950000000000003,1,191,2011-03-08 13:50:00,2011-03-08 13:50:00,0,275
12624.0,641.13,16.87184210526316,2,355,2011-06-15 12:34:00,2011-08-25 15:04:00,71,105
12625.0,2683.82,31.207209302325584,2,1612,2011-01-24 13:27:00,2011-05-12 09:54:00,107,211
12626.0,6620.48,22.51863945578231,9,3453,2011-01-17 11:01:00,2011-11-16 16:06:00,303,22
12627.0,4478.53,19.47186956521739,7,2752,2011-07-22 13:59:00,2011-11-29 12:07:00,129,10
12628.0,786.46,19.181951219512197,3,448,2011-10-06 09:28:00,2011-12-05 13:15:00,60,3
12630.0,1270.88,19.8575,2,548,2011-10-27 10:41:00,2011-11-30 10:48:00,34,9
12631.0,640.5,20.661290322580644,1,236,2011-10-13 13:53:00,2011-10-13 13:53:00,0,56
12633.0,2163.98,21.425544554455445,4,1162,2011-02-25 08:44:00,2011-10-12 11:40:00,229,58
12635.0,1689.18,16.724554455445546,2,1172,2011-07-08 08:43:00,2011-09-11 11:04:00,65,89
12637.0,6021.9,15.440769230769229,8,3002,2011-01-20 10:47:00,2011-10-03 13:46:00,256,66
12638.0,671.69,17.222820512820515,1,577,2011-11-06 13:11:00,2011-11-06 13:11:00,0,32
12639.0,486.1,22.095454545454547,1,201,2011-04-15 12:48:00,2011-04-15 12:48:00,0,238
12640.0,1174.58,22.16188679245283,3,311,2011-09-19 12:01:00,2011-11-16 11:52:00,57,23
12641.0,185.9,18.59,1,72,2011-08-16 13:26:00,2011-08-16 13:26:00,0,114
12642.0,1013.26,21.558723404255318,3,552,2011-08-24 09:23:00,2011-11-14 15:03:00,82,24
12643.0,3344.64,139.35999999999999,6,1808,2011-01-11 11:48:00,2011-08-03 12:56:00,204,127
12644.0,477.91,15.416451612903227,1,325,2011-08-02 10:33:00,2011-08-02 10:33:00,0,129
12645.0,1775.18,24.31753424657534,4,1084,2011-01-27 13:08:00,2011-11-06 12:38:00,282,33
12646.0,1346.97,29.932666666666666,2,897,2011-10-21 12:52:00,2011-12-05 10:14:00,44,4
12647.0,3722.82,30.76710743801653,12,1431,2010-12-05 14:02:00,2011-11-17 12:56:00,346,21
12648.0,318.05,15.145238095238096,1,160,2011-07-08 11:55:00,2011-07-08 11:55:00,0,154
12649.0,623.51,20.113225806451613,3,586,2011-05-11 14:37:00,2011-08-24 14:41:00,105,106
12650.0,314.44,15.722,1,254,2011-12-06 16:34:00,2011-12-06 16:34:00,0,2
12651.0,114.0,12.666666666666666,1,78,2011-01-09 12:46:00,2011-01-09 12:46:00,0,334
12652.0,919.98,19.16625,1,505,2011-01-12 15:00:00,2011-01-12 15:00:00,0,330
12653.0,2209.85,51.391860465116274,2,919,2011-02-16 10:53:00,2011-07-14 10:41:00,147,148
12654.0,601.98,15.841578947368422,5,264,2011-02-17 13:16:00,2011-11-29 10:10:00,284,10
12656.0,4051.17,32.152142857142856,5,1723,2011-04-20 09:20:00,2011-11-22 13:42:00,216,16
12657.0,1643.18,34.961276595744685,4,1044,2011-09-22 11:40:00,2011-11-28 15:47:00,67,10
12658.0,686.05,19.056944444444444,1,320,2011-11-21 10:22:00,2011-11-21 10:22:00,0,18
12659.0,91.68,18.336000000000002,1,105,2011-11-10 11:53:00,2011-11-10 11:53:00,0,29
12660.0,245.1,18.853846153846153,1,127,2011-11-28 13:26:00,2011-11-28 13:26:00,0,10
12662.0,3849.78,16.73817391304348,11,2058,2010-12-01 13:04:00,2011-12-09 11:59:00,372,0
12664.0,4881.88,131.94270270270272,9,1203,2011-01-21 11:42:00,2011-12-01 17:07:00,314,7
12665.0,63.0,21.0,1,37,2011-01-19 08:34:00,2011-01-19 08:34:00,0,324
12667.0,620.13,18.791818181818183,1,395,2011-10-12 17:00:00,2011-10-12 17:00:00,0,57
12668.0,3807.15,23.64689440993789,4,1634,2010-12-19 12:46:00,2011-11-28 10:56:00,343,11
12669.0,2744.0299999999997,27.168613861386135,3,1115,2011-03-28 10:15:00,2011-07-12 09:54:00,105,150
12670.0,2996.05,32.56576086956522,5,1397,2011-04-21 10:16:00,2011-11-29 15:23:00,222,9
12672.0,225.89999999999998,22.589999999999996,1,78,2011-01-14 09:20:00,2011-01-14 09:20:00,0,329
12673.0,610.52,14.536190476190475,2,351,2011-01-17 11:46:00,2011-12-04 13:55:00,321,4
