CustomerID,total_revenue,avg_order_value,invoice_count,total_quantity,first_purchase,last_purchase,tenure_days,recency_days,churn_flag,purchase_frequency,raw_clv,risk_adjusted_clv,effective_tenure_days
12374.0,742.9300000000001,22.513030303030305,1,342,2011-11-14 15:37:00,2011-11-14 15:37:00,0,24,0,1.0,0.0,0.0,30
12375.0,457.5,26.91176470588235,2,178,2011-09-02 14:23:00,2011-11-29 10:36:00,87,10,0,0.022988505747126436,53.8235294117647,53.8235294117647,87
12377.0,1628.12,21.144415584415583,2,944,2010-12-20 09:37:00,2011-01-28 15:45:00,39,314,1,0.05128205128205128,42.28883116883116,0.0,39
12378.0,4008.62,18.30420091324201,1,2529,2011-08-02 10:34:00,2011-08-02 10:34:00,0,129,0,1.0,0.0,0.0,30
12379.0,852.24,21.306,2,407,2011-06-22 16:32:00,2011-09-19 10:09:00,88,81,0,0.022727272727272728,42.612,42.612,88
12380.0,2724.81,26.20009615384616,4,1127,2011-06-07 09:49:00,2011-11-18 11:27:00,164,21,0,0.024390243902439025,104.80038461538464,104.80038461538464,164
12381.0,1845.31,21.21045977011494,5,808,2011-08-12 09:57:00,2011-12-05 12:44:00,115,4,0,0.043478260869565216,106.0522988505747,106.0522988505747,115
12383.0,1850.56,18.69252525252525,5,1532,2010-12-22 14:28:00,2011-06-08 08:02:00,167,184,1,0.029940119760479042,93.46262626262626,0.0,167
12384.0,585.27,21.676666666666662,2,126,2011-08-10 11:23:00,2011-11-11 08:39:00,92,28,0,0.021739130434782608,43.353333333333325,43.353333333333325,92
12386.0,401.9,40.19,2,354,2010-12-08 09:53:00,2011-01-06 12:37:00,29,337,1,0.06896551724137931,80.38,0.0,30
12388.0,2780.66,27.8066,6,1462,2011-01-17 11:12:00,2011-11-24 12:30:00,311,15,0,0.01929260450160772,166.83960000000002,166.83960000000002,311
12390.0,549.84,17.1825,1,353,2011-09-21 09:33:00,2011-09-21 09:33:00,0,79,0,1.0,0.0,0.0,30
12391.0,460.89,4.6089,1,300,2011-11-18 12:07:00,2011-11-18 12:07:00,0,21,0,1.0,0.0,0.0,30
12393.0,1582.6,24.728125,4,816,2011-01-11 09:47:00,2011-09-28 15:41:00,260,71,0,0.015384615384615385,98.91250000000001,98.91250000000001,260
12394.0,1272.48,47.12888888888889,2,819,2011-05-06 14:01:00,2011-10-07 08:08:00,153,63,0,0.013071895424836602,94.25777777777779,94.25777777777779,153
12395.0,3018.63,19.350192307692307,12,2118,2010-12-03 16:35:00,2011-11-20 15:21:00,351,18,0,0.03418803418803419,232.2023076923077,232.2023076923077,351
12397.0,2409.9,19.12619047619048,2,1263,2011-07-27 14:21:00,2011-11-04 09:52:00,99,35,0,0.020202020202020204,38.25238095238096,38.25238095238096,99
12398.0,1635.66,19.24305882352941,1,1394,2011-10-25 10:27:00,2011-10-25 10:27:00,0,45,0,1.0,0.0,0.0,30
12399.0,1108.65,18.790677966101697,4,1178,2011-03-23 09:42:00,2011-08-12 13:15:00,142,118,0,0.028169014084507043,75.16271186440679,75.16271186440679,142
12401.0,84.3,16.86,1,11,2011-02-09 13:50:00,2011-02-09 13:50:00,0,302,1,1.0,0.0,0.0,30
12402.0,225.6,20.509090909090908,1,94,2011-01-20 13:49:00,2011-01-20 13:49:00,0,322,1,1.0,0.0,0.0,30
12403.0,427.7,85.53999999999999,1,96,2011-10-21 10:51:00,2011-10-21 10:51:00,0,49,0,1.0,0.0,0.0,30
12405.0,1710.39,31.67388888888889,1,857,2011-07-14 08:52:00,2011-07-14 08:52:00,0,148,0,1.0,0.0,0.0,30
12406.0,3415.3,32.52666666666667,2,1818,2011-06-09 10:23:00,2011-11-17 19:22:00,161,21,0,0.012422360248447204,65.05333333333333,65.05333333333333,161
12407.0,1708.12,22.183376623376624,5,1416,2011-03-20 13:21:00,2011-10-21 10:11:00,214,49,0,0.02336448598130841,110.9168831168831,110.9168831168831,214
12408.0,2888.55,27.51,5,1409,2011-03-24 14:46:00,2011-11-07 12:27:00,227,32,0,0.022026431718061675,137.55,137.55,227
12409.0,11072.67,101.58412844036695,3,5551,2011-06-10 12:19:00,2011-09-22 10:38:00,103,78,0,0.02912621359223301,304.7523853211009,304.7523853211009,103
12410.0,693.3299999999999,26.66653846153845,2,211,2011-02-04 10:38:00,2011-02-04 10:39:00,0,308,1,2.0,0.0,0.0,30
12412.0,1226.88,20.112786885245903,3,829,2011-06-23 13:51:00,2011-09-26 10:16:00,94,74,0,0.031914893617021274,60.3383606557377,60.3383606557377,94
12413.0,758.1,19.95,3,286,2011-01-06 16:12:00,2011-10-04 09:00:00,270,66,0,0.011111111111111112,59.85,59.85,270
12414.0,562.41,31.245,3,300,2011-02-02 14:51:00,2011-05-06 14:51:00,93,216,1,0.03225806451612903,93.73499999999999,0.0,93
12415.0,124914.53,174.95032212885152,21,77374,2011-01-06 11:12:00,2011-11-15 14:22:00,313,23,0,0.0670926517571885,3673.9567647058816,3673.9567647058816,313
12417.0,3649.1,19.005729166666665,9,1552,2010-12-17 11:51:00,2011-12-06 14:52:00,354,2,0,0.025423728813559324,171.0515625,171.0515625,354
12418.0,668.58,19.664117647058823,1,407,2011-08-19 11:08:00,2011-08-19 11:08:00,0,112,0,1.0,0.0,0.0,30
12420.0,600.39,20.70310344827586,1,345,2011-10-07 08:55:00,2011-10-07 08:55:00,0,63,0,1.0,0.0,0.0,30
12421.0,807.04,17.93422222222222,4,484,2011-01-24 15:09:00,2011-11-24 09:07:00,303,15,0,0.013201320132013201,71.73688888888888,71.73688888888888,303
12422.0,803.5600000000001,20.604102564102565,3,370,2011-01-19 09:13:00,2011-09-05 09:48:00,229,95,0,0.013100436681222707,61.81230769230769,61.81230769230769,229
12423.0,1859.31,14.87448,8,1339,2010-12-21 10:54:00,2011-12-09 10:10:00,352,0,0,0.022727272727272728,118.99584,118.99584,352
12424.0,1760.96,58.69866666666667,2,740,2011-06-30 12:06:00,2011-06-30 12:06:00,0,162,0,2.0,0.0,0.0,30
12425.0,777.2,21.58888888888889,1,496,2011-09-22 17:31:00,2011-09-22 17:31:00,0,77,0,1.0,0.0,0.0,30
12426.0,582.73,19.424333333333333,1,258,2011-05-29 12:26:00,2011-05-29 12:26:00,0,194,1,1.0,0.0,0.0,30
12427.0,825.8,26.63870967741936,3,533,2010-12-03 10:44:00,2011-11-18 08:56:00,349,21,0,0.008595988538681949,79.91612903225808,79.91612903225808,349
12428.0,7956.46,27.062789115646257,9,3536,2011-03-01 09:33:00,2011-11-14 08:22:00,257,25,0,0.03501945525291829,243.56510204081633,243.56510204081633,257
12429.0,3750.4,38.66391752577319,4,1557,2010-12-09 12:05:00,2011-11-30 17:22:00,356,8,0,0.011235955056179775,154.65567010309277,154.65567010309277,356
12430.0,256.4,23.30909090909091,1,117,2011-10-27 15:09:00,2011-10-27 15:09:00,0,42,0,1.0,0.0,0.0,30
12431.0,6487.45,27.60617021276596,15,2906,2010-12-01 10:03:00,2011-11-04 11:55:00,338,35,0,0.04437869822485207,414.0925531914894,414.0925531914894,338
12432.0,5059.32,46.84555555555556,5,1801,2011-06-20 13:27:00,2011-10-28 11:43:00,129,42,0,0.03875968992248062,234.2277777777778,234.2277777777778,129
12433.0,13375.87,31.847309523809525,7,11071,2010-12-01 13:24:00,2011-12-09 10:02:00,372,0,0,0.01881720430107527,222.93116666666668,222.93116666666668,372
12434.0,806.14,16.122799999999998,2,394,2011-03-24 13:05:00,2011-09-16 12:38:00,175,84,0,0.011428571428571429,32.245599999999996,32.245599999999996,175
12435.0,7829.89,217.49694444444447,2,2055,2011-03-17 07:40:00,2011-09-21 09:06:00,188,79,0,0.010638297872340425,434.99388888888893,434.99388888888893,188
12436.0,509.01,31.813125,1,211,2011-09-01 12:09:00,2011-09-01 12:09:00,0,99,0,1.0,0.0,0.0,30
12437.0,4951.41,24.88145728643216,18,2922,2011-01-12 14:13:00,2011-12-08 11:35:00,329,1,0,0.0547112462006079,447.86623115577885,447.86623115577885,329
12438.0,2906.85,29.66173469387755,2,1180,2011-07-22 13:29:00,2011-11-25 13:28:00,125,13,0,0.016,59.3234693877551,59.3234693877551,125
12441.0,173.55,15.77727272727273,1,121,2010-12-08 10:45:00,2010-12-08 10:45:00,0,366,1,1.0,0.0,0.0,30
12442.0,172.06,14.338333333333331,1,182,2011-12-06 14:22:00,2011-12-06 14:22:00,0,2,0,1.0,0.0,0.0,30
12444.0,5005.46,28.44011363636364,5,1153,2011-06-21 14:00:00,2011-11-18 13:23:00,149,20,0,0.03355704697986577,142.2005681818182,142.2005681818182,149
12445.0,133.4,33.35,1,62,2011-11-17 18:43:00,2011-11-17 18:43:00,0,21,0,1.0,0.0,0.0,30
12446.0,1002.31,17.584385964912283,1,351,2011-10-13 12:50:00,2011-10-13 12:50:00,0,57,0,1.0,0.0,0.0,30
12447.0,476.49,18.326538461538465,1,190,2011-04-10 13:25:00,2011-04-10 13:25:00,0,242,1,1.0,0.0,0.0,30
12448.0,449.45,20.42954545454545,1,243,2011-10-26 13:46:00,2011-10-26 13:46:00,0,43,0,1.0,0.0,0.0,30
12449.0,4067.29,21.29471204188481,4,1553,2011-06-05 15:37:00,2011-11-17 13:46:00,164,21,0,0.024390243902439025,85.17884816753926,85.17884816753926,164
12450.0,197.88,24.735,2,128,2011-06-19 14:36:00,2011-07-06 14:41:00,17,155,0,0.11764705882352941,49.46999999999999,49.46999999999999,30
12451.0,9035.52,25.52406779661017,5,6575,2011-01-19 09:05:00,2011-11-29 08:40:00,313,10,0,0.01597444089456869,127.62033898305084,127.62033898305084,313
12452.0,430.57,19.571363636363635,2,185,2011-11-23 08:05:00,2011-11-23 10:28:00,0,16,0,2.0,0.0,0.0,30
12453.0,707.09,16.443953488372095,1,473,2011-07-28 14:08:00,2011-07-28 14:08:00,0,133,0,1.0,0.0,0.0,30
12454.0,3528.34,235.22266666666667,1,1006,2011-10-14 17:13:00,2011-10-14 17:13:00,0,55,0,1.0,0.0,0.0,30
12455.0,2466.86,27.40955555555556,6,2089,2011-02-16 09:56:00,2011-09-27 15:31:00,223,72,0,0.026905829596412557,164.45733333333337,164.45733333333337,223
12456.0,3181.04,25.44832,3,1633,2011-03-30 09:12:00,2011-10-26 14:41:00,210,43,0,0.014285714285714285,76.34495999999999,76.34495999999999,210
12457.0,2363.23,38.11661290322581,7,843,2011-04-14 18:57:00,2011-10-04 13:13:00,172,65,0,0.040697674418604654,266.8162903225807,266.8162903225807,172
12458.0,947.4,24.931578947368426,2,506,2011-02-28 10:55:00,2011-09-29 15:25:00,213,70,0,0.009389671361502348,49.86315789473685,49.86315789473685,213
12461.0,826.88,23.62514285714286,2,287,2011-07-08 10:23:00,2011-09-06 16:57:00,60,93,0,0.03333333333333333,47.25028571428572,47.25028571428572,60
12462.0,1189.59,19.186935483870965,2,536,2011-02-09 14:44:00,2011-11-21 09:11:00,284,18,0,0.007042253521126761,38.37387096774193,38.37387096774193,284
12463.0,1344.78,16.202168674698793,4,776,2011-04-12 12:47:00,2011-10-17 13:44:00,188,52,0,0.02127659574468085,64.80867469879517,64.80867469879517,188
12464.0,1212.05,41.79482758620689,8,112,2011-02-03 13:30:00,2011-11-29 13:33:00,299,9,0,0.026755852842809364,334.35862068965514,334.35862068965514,299
12465.0,742.1899999999999,15.79127659574468,2,479,2011-06-23 13:37:00,2011-11-22 16:34:00,152,16,0,0.013157894736842105,31.582553191489357,31.582553191489357,152
12468.0,729.5400000000001,19.19842105263158,2,366,2011-01-27 13:29:00,2011-06-05 11:36:00,128,187,1,0.015625,38.39684210526316,0.0,128
12471.0,19824.05,43.09576086956522,30,8212,2010-12-10 09:35:00,2011-12-07 15:43:00,362,1,0,0.08287292817679558,1292.8728260869566,1292.8728260869566,362
12472.0,6572.11,19.386755162241887,7,4148,2010-12-05 14:19:00,2011-11-07 14:01:00,336,31,0,0.020833333333333332,135.70728613569318,135.70728613569318,336
12473.0,3938.55,23.44375,5,2439,2011-06-01 10:15:00,2011-11-10 13:46:00,162,28,0,0.030864197530864196,117.21874999999999,117.21874999999999,162
12474.0,7375.79,17.395731132075472,18,4847,2011-01-14 10:06:00,2011-11-22 14:39:00,312,16,0,0.057692307692307696,313.12316037735854,313.12316037735854,312
12475.0,723.38,20.093888888888888,1,535,2011-10-17 10:10:00,2011-10-17 10:10:00,0,53,0,1.0,0.0,0.0,30
12476.0,6816.42,29.255021459227468,11,2408,2010-12-13 14:39:00,2011-11-24 12:40:00,345,15,0,0.03188405797101449,321.8052360515021,321.8052360515021,345
12477.0,13219.74,44.0658,6,3653,2011-02-11 12:45:00,2011-11-17 09:51:00,278,22,0,0.02158273381294964,264.39480000000003,264.39480000000003,278
12478.0,680.99,18.91638888888889,1,236,2011-12-06 09:56:00,2011-12-06 09:56:00,0,3,0,1.0,0.0,0.0,30
12479.0,527.2,17.006451612903227,1,385,2011-11-28 13:26:00,2011-11-28 13:26:00,0,10,0,1.0,0.0,0.0,30
12480.0,3281.63,21.30928571428572,4,1707,2011-01-07 15:27:00,2011-11-11 14:52:00,307,27,0,0.013029315960912053,85.23714285714289,85.23714285714289,307
12481.0,5596.32,25.7894930875576,10,3304,2010-12-09 10:13:00,2011-11-17 08:29:00,342,22,0,0.029239766081871343,257.89493087557594,257.89493087557594,342
12483.0,2484.98,33.133066666666664,8,1110,2011-01-04 14:20:00,2011-11-22 17:02:00,322,16,0,0.024844720496894408,265.0645333333333,265.0645333333333,322
12484.0,4541.72,13.126358381502891,6,2191,2011-01-07 14:04:00,2011-11-07 11:37:00,303,32,0,0.019801980198019802,78.75815028901735,78.75815028901735,303
12488.0,1298.66,23.612,3,529,2011-09-25 10:34:00,2011-11-30 08:50:00,65,9,0,0.046153846153846156,70.836,70.836,65
12489.0,334.93,22.328666666666667,1,105,2011-01-07 13:13:00,2011-01-07 13:13:00,0,335,1,1.0,0.0,0.0,30
12490.0,5417.93,22.114,10,3064,2011-01-14 09:13:00,2011-12-04 16:07:00,324,4,0,0.030864197530864196,221.14,221.14,324
12491.0,460.4,17.70769230769231,1,260,2011-11-01 12:18:00,2011-11-01 12:18:00,0,38,0,1.0,0.0,0.0,30
12492.0,263.21000000000004,13.160500000000004,2,192,2011-08-26 14:51:00,2011-10-07 15:15:00,42,62,0,0.047619047619047616,26.321000000000005,26.321000000000005,42
12493.0,433.74,19.715454545454545,2,207,2011-05-26 14:53:00,2011-06-27 10:17:00,31,165,0,0.06451612903225806,39.43090909090909,39.43090909090909,31
12494.0,1246.1,16.183116883116885,7,707,2010-12-09 11:31:00,2011-11-24 09:34:00,349,15,0,0.02005730659025788,113.2818181818182,113.2818181818182,349
12497.0,1043.1,74.50714285714285,1,1236,2011-09-19 12:29:00,2011-09-19 12:29:00,0,81,0,1.0,0.0,0.0,30
12498.0,403.7000000000001,17.55217391304348,3,159,2011-10-13 09:30:00,2011-11-18 12:53:00,36,20,0,0.08333333333333333,52.65652173913043,52.65652173913043,36
12500.0,4257.82,69.80032786885245,11,2678,2011-01-10 09:48:00,2011-11-16 16:20:00,310,22,0,0.035483870967741936,767.803606557377,767.803606557377,310
12501.0,2169.39,14.5596644295302,1,1783,2011-01-07 12:28:00,2011-01-07 12:28:00,0,336,1,1.0,0.0,0.0,30
12502.0,3723.87,25.332448979591835,5,820,2011-02-03 10:41:00,2011-09-05 11:52:00,214,95,0,0.02336448598130841,126.66224489795917,126.66224489795917,214
12504.0,482.05,53.5611111111111,2,90,2011-11-09 14:56:00,2011-11-21 16:02:00,12,17,0,0.16666666666666666,107.1222222222222,107.1222222222222,30
12506.0,73.5,3.1956521739130435,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,0,232,1,1.0,0.0,0.0,30
12507.0,1304.81,62.13380952380952,3,894,2011-02-14 09:24:00,2011-07-28 17:09:00,164,133,0,0.018292682926829267,186.40142857142857,186.40142857142857,164
12508.0,398.27,5.772028985507246,2,272,2011-11-10 16:27:00,2011-11-13 15:37:00,2,25,0,1.0,11.544057971014492,11.544057971014492,30
12509.0,176.5,25.214285714285715,1,55,2011-02-28 14:45:00,2011-02-28 14:45:00,0,283,1,1.0,0.0,0.0,30
12510.0,982.57,29.774848484848484,2,353,2011-01-18 14:04:00,2011-07-20 10:15:00,182,142,0,0.01098901098901099,59.549696969696974,59.549696969696974,182
12512.0,138.03,4.059705882352941,2,99,2011-10-04 14:53:00,2011-10-04 14:55:00,0,65,0,2.0,0.0,0.0,30
12513.0,612.29,17.494,1,462,2011-08-19 10:51:00,2011-08-19 10:51:00,0,112,0,1.0,0.0,0.0,30
12514.0,1017.68,19.954509803921567,1,440,2011-03-17 16:38:00,2011-03-17 16:38:00,0,266,1,1.0,0.0,0.0,30
12515.0,383.7,23.98125,1,131,2010-12-21 15:43:00,2010-12-21 15:43:00,0,352,1,1.0,0.0,0.0,30
12516.0,1312.06,50.46384615384615,2,875,2011-06-12 11:37:00,2011-09-23 09:13:00,102,77,0,0.0196078431372549,100.9276923076923,100.9276923076923,102
12517.0,2502.84,8.812816901408452,5,1371,2011-06-02 15:13:00,2011-11-11 14:04:00,161,27,0,0.031055900621118012,44.06408450704225,44.06408450704225,161
12518.0,2056.89,16.58782258064516,5,1318,2011-08-21 13:18:00,2011-12-09 10:13:00,109,0,0,0.045871559633027525,82.9391129032258,82.9391129032258,109
12519.0,340.84,18.93555555555556,1,183,2011-10-07 09:26:00,2011-10-07 09:26:00,0,63,0,1.0,0.0,0.0,30
12520.0,2634.26,17.330657894736845,5,1439,2011-03-11 11:35:00,2011-09-21 15:23:00,194,78,0,0.02577319587628866,86.65328947368423,86.65328947368423,194
12521.0,599.68,15.781052631578946,1,309,2011-07-20 10:51:00,2011-07-20 10:51:00,0,142,0,1.0,0.0,0.0,30
12522.0,192.72,16.06,2,194,2011-10-19 14:41:00,2011-10-31 15:30:00,12,38,0,0.16666666666666666,32.12,32.12,30
12523.0,1789.77,16.884622641509434,11,865,2011-01-12 09:43:00,2011-11-20 12:55:00,312,18,0,0.035256410256410256,185.73084905660377,185.73084905660377,312
12524.0,4485.72,31.15083333333333,8,3699,2011-01-10 10:35:00,2011-11-30 15:31:00,324,8,0,0.024691358024691357,249.20666666666665,249.20666666666665,324
12526.0,1316.66,18.54450704225352,3,632,2011-09-06 14:19:00,2011-12-09 12:09:00,93,0,0,0.03225806451612903,55.63352112676056,55.63352112676056,93
12527.0,348.71000000000004,19.37277777777778,3,234,2011-01-18 12:05:00,2011-09-19 11:55:00,243,81,0,0.012345679012345678,58.11833333333334,58.11833333333334,243
12528.0,1933.48,21.01608695652174,6,756,2011-01-31 09:05:00,2011-11-30 14:40:00,303,8,0,0.019801980198019802,126.09652173913044,126.09652173913044,303
12530.0,1662.28,25.186060606060607,4,913,2011-01-07 10:04:00,2011-10-11 12:34:00,277,59,0,0.01444043321299639,100.74424242424243,100.74424242424243,277
12531.0,125.22,7.365882352941177,1,45,2011-11-25 11:12:00,2011-11-25 11:12:00,0,14,0,1.0,0.0,0.0,30
12532.0,349.83000000000004,21.864375000000003,1,153,2011-11-09 13:47:00,2011-11-09 13:47:00,0,29,0,1.0,0.0,0.0,30
12534.0,1089.18,17.28857142857143,1,651,2011-08-01 10:26:00,2011-08-01 10:26:00,0,130,0,1.0,0.0,0.0,30
12535.0,716.35,21.069117647058825,2,219,2011-06-06 12:47:00,2011-09-09 08:48:00,94,91,0,0.02127659574468085,42.13823529411765,42.13823529411765,94
12536.0,12601.830000000002,48.2828735632184,3,2803,2011-10-11 14:52:00,2011-10-27 14:20:00,15,42,0,0.2,144.84862068965523,144.84862068965523,30
12538.0,363.95,17.33095238095238,1,191,2011-11-10 17:16:00,2011-11-10 17:16:00,0,28,0,1.0,0.0,0.0,30
12539.0,5568.35,20.396886446886448,4,2067,2011-01-10 09:11:00,2011-11-17 13:30:00,311,21,0,0.012861736334405145,81.58754578754579,81.58754578754579,311
12540.0,13400.24,28.03397489539749,17,6685,2010-12-13 09:39:00,2011-11-20 11:31:00,342,19,0,0.049707602339181284,476.5775732217573,476.5775732217573,342
12541.0,981.18,18.86884615384616,3,680,2011-03-04 09:32:00,2011-11-10 10:40:00,251,29,0,0.01195219123505976,56.606538461538484,56.606538461538484,251
12544.0,372.7,19.61578947368421,1,136,2011-11-03 16:15:00,2011-11-03 16:15:00,0,35,0,1.0,0.0,0.0,30
12545.0,1000.39,20.0078,2,523,2011-03-25 12:04:00,2011-09-25 13:39:00,184,74,0,0.010869565217391304,40.0156,40.0156,184
12546.0,1161.5,16.833333333333332,2,633,2011-09-23 09:44:00,2011-10-24 12:09:00,31,46,0,0.06451612903225806,33.666666666666664,33.666666666666664,31
12547.0,207.8,25.975,2,134,2011-03-04 12:46:00,2011-05-26 12:38:00,82,197,1,0.024390243902439025,51.95,0.0,82
12548.0,95.2,19.04,1,49,2011-06-26 15:35:00,2011-06-26 15:35:00,0,165,0,1.0,0.0,0.0,30
12550.0,964.83,16.92684210526316,1,569,2011-09-21 14:35:00,2011-09-21 14:35:00,0,78,0,1.0,0.0,0.0,30
12551.0,168.0,16.8,1,100,2010-12-17 11:23:00,2010-12-17 11:23:00,0,357,1,1.0,0.0,0.0,30
12552.0,437.82,21.891,2,88,2011-10-31 12:11:00,2011-11-01 10:02:00,0,38,0,2.0,0.0,0.0,30
12553.0,3692.28,19.33130890052356,10,1965,2011-01-14 10:42:00,2011-12-01 16:38:00,321,7,0,0.03115264797507788,193.3130890052356,193.3130890052356,321
12556.0,603.71,4.989338842975207,2,358,2011-07-11 13:35:00,2011-10-20 13:06:00,100,49,0,0.02,9.978677685950414,9.978677685950414,100
12557.0,11990.96,363.36242424242425,5,4384,2010-12-03 12:20:00,2011-11-23 16:59:00,355,15,0,0.014084507042253521,1816.8121212121214,1816.8121212121214,355
12558.0,269.96,24.54181818181818,1,196,2011-12-02 10:41:00,2011-12-02 10:41:00,0,7,0,1.0,0.0,0.0,30
12559.0,561.71,26.74809523809524,2,283,2011-01-24 10:12:00,2011-02-02 09:49:00,8,310,1,0.25,53.49619047619048,0.0,30
12560.0,2134.01,20.323904761904764,3,1110,2011-07-19 15:55:00,2011-12-04 13:54:00,137,4,0,0.021897810218978103,60.97171428571429,60.97171428571429,137
12561.0,238.85,14.928125,1,177,2011-02-10 11:39:00,2011-02-10 11:39:00,0,302,1,1.0,0.0,0.0,30
12562.0,3781.74,22.510357142857146,7,1779,2011-05-25 12:44:00,2011-12-01 17:20:00,190,7,0,0.03684210526315789,157.57250000000002,157.57250000000002,190
12564.0,456.9,21.757142857142856,1,133,2011-03-23 14:55:00,2011-03-23 14:55:00,0,260,1,1.0,0.0,0.0,30
12565.0,145.92,16.21333333333333,1,80,2011-02-24 10:34:00,2011-02-24 10:34:00,0,288,1,1.0,0.0,0.0,30
12566.0,351.65,18.507894736842104,1,265,2011-09-14 14:30:00,2011-09-14 14:30:00,0,85,0,1.0,0.0,0.0,30
12567.0,9401.28,21.07910313901345,10,4305,2010-12-05 11:57:00,2011-11-17 11:02:00,346,22,0,0.028901734104046242,210.7910313901345,210.7910313901345,346
12569.0,4124.69,21.939840425531912,32,1801,2011-04-01 13:47:00,2011-12-07 16:24:00,250,1,0,0.128,702.0748936170212,702.0748936170212,250
12571.0,519.61,15.28264705882353,2,523,2011-08-10 12:35:00,2011-10-31 10:19:00,81,39,0,0.024691358024691357,30.56529411764706,30.56529411764706,81
12572.0,1020.42,17.006999999999998,2,452,2011-10-19 08:20:00,2011-12-01 09:20:00,43,8,0,0.046511627906976744,34.013999999999996,34.013999999999996,43
12573.0,160.54000000000002,5.733571428571429,1,84,2011-04-26 15:52:00,2011-04-26 15:52:00,0,226,1,1.0,0.0,0.0,30
12574.0,218.45,19.85909090909091,1,61,2011-01-28 09:20:00,2011-01-28 09:20:00,0,315,1,1.0,0.0,0.0,30
12576.0,1315.83,14.952613636363637,5,967,2011-02-08 11:31:00,2011-11-04 10:11:00,268,35,0,0.018656716417910446,74.76306818181818,74.76306818181818,268
12577.0,657.8,4.474829931972788,3,472,2010-12-15 16:21:00,2011-11-04 13:24:00,323,34,0,0.009287925696594427,13.424489795918365,13.424489795918365,323
