CustomerID,churn_flag,avg_order_value,invoice_count,total_quantity,tenure_days
12520.0,0,17.330657894736845,5,1439,194
12521.0,0,15.781052631578946,1,309,0
12522.0,0,16.06,2,194,12
12523.0,0,16.884622641509434,11,865,312
12524.0,0,31.15083333333333,8,3699,324
12526.0,0,18.54450704225352,3,632,93
12527.0,0,19.37277777777778,3,234,243
12528.0,0,21.01608695652174,6,756,303
12530.0,0,25.186060606060607,4,913,277
12531.0,0,7.365882352941177,1,45,0
12532.0,0,21.864375000000003,1,153,0
12534.0,0,17.28857142857143,1,651,0
12535.0,0,21.069117647058825,2,219,94
12536.0,0,48.2828735632184,3,2803,15
12538.0,0,17.33095238095238,1,191,0
12539.0,0,20.396886446886448,4,2067,311
12540.0,0,28.03397489539749,17,6685,342
12541.0,0,18.86884615384616,3,680,251
12544.0,0,19.61578947368421,1,136,0
12545.0,0,20.0078,2,523,184
12546.0,0,16.833333333333332,2,633,31
12547.0,1,25.975,2,134,82
12548.0,0,19.04,1,49,0
12550.0,0,16.92684210526316,1,569,0
12551.0,1,16.8,1,100,0
12552.0,0,21.891,2,88,0
12553.0,0,19.33130890052356,10,1965,321
12556.0,0,4.989338842975207,2,358,100
12557.0,0,363.36242424242425,5,4384,355
12558.0,0,24.54181818181818,1,196,0
12559.0,1,26.74809523809524,2,283,8
12560.0,0,20.323904761904764,3,1110,137
12561.0,1,14.928125,1,177,0
12562.0,0,22.510357142857146,7,1779,190
12564.0,1,21.757142857142856,1,133,0
12565.0,1,16.21333333333333,1,80,0
12566.0,0,18.507894736842104,1,265,0
12567.0,0,21.07910313901345,10,4305,346
12569.0,0,21.939840425531912,32,1801,250
12571.0,0,15.28264705882353,2,523,81
12572.0,0,17.006999999999998,2,452,43
12573.0,1,5.733571428571429,1,84,0
12574.0,1,19.85909090909091,1,61,0
12576.0,0,14.952613636363637,5,967,268
12577.0,0,4.474829931972788,3,472,323
12578.0,0,24.51324561403509,2,1196,308
12579.0,0,15.18689655172414,1,285,0
12580.0,1,17.320833333333333,1,238,0
12581.0,0,13.180666666666667,1,161,0
12582.0,1,23.24363636363637,2,300,49
12583.0,0,29.47927125506073,15,5060,370
12584.0,0,24.355729166666663,9,416,276
12585.0,1,23.44942528735632,2,1279,117
12586.0,0,17.903636363636366,1,79,0
12587.0,0,36.0,1,51,0
12588.0,0,21.49,1,53,0
12589.0,0,18.47657142857143,2,306,115
12590.0,1,145.06264705882353,2,4283,0
12591.0,1,17.41730769230769,1,228,0
12592.0,0,24.31111111111112,2,290,121
12593.0,0,19.909523809523808,3,206,110
12594.0,0,28.290000000000003,10,1777,285
12596.0,0,22.898888888888887,2,474,190
12597.0,0,18.50106796116505,4,2236,248
12598.0,0,22.90212121212121,8,1964,275
12599.0,0,16.654516129032256,7,956,275
12600.0,0,40.61,10,774,342
12601.0,1,20.609285714285715,5,245,142
12602.0,0,12.76,1,162,0
12603.0,0,369.6,1,63,0
12604.0,0,15.88625,2,201,182
12607.0,0,15.63871287128713,1,1228,0
12609.0,0,18.78083333333333,3,648,240
12610.0,0,19.80698113207547,5,1049,103
12611.0,0,18.35876923076923,1,846,0
12612.0,0,37.054736842105264,1,262,0
12613.0,0,21.85869281045752,5,1644,204
12614.0,1,15.78,1,76,0
12615.0,0,21.820857142857143,4,1376,166
12616.0,0,22.290625,2,284,202
12617.0,0,8.465,1,213,0
12618.0,0,16.11909090909091,1,96,0
12619.0,0,40.45822222222222,9,3378,237
12620.0,0,14.558804347826088,3,1181,189
12621.0,0,29.31406852248394,20,7440,364
12622.0,1,16.37272727272727,1,69,0
12623.0,1,16.950000000000003,1,191,0
12624.0,0,16.87184210526316,2,355,71
12625.0,1,31.207209302325584,2,1612,107
12626.0,0,22.51863945578231,9,3453,303
12627.0,0,19.47186956521739,7,2752,129
12628.0,0,19.1819512195122,3,448,60
12630.0,0,19.8575,2,548,34
12631.0,0,20.661290322580644,1,236,0
12633.0,0,21.425544554455445,4,1162,229
12635.0,0,16.724554455445546,2,1172,65
12637.0,0,15.440769230769227,8,3002,256
12638.0,0,17.222820512820515,1,577,0
12639.0,1,22.095454545454547,1,201,0
12640.0,0,22.16188679245283,3,311,57
12641.0,0,18.59,1,72,0
12642.0,0,21.55872340425532,3,552,82
12643.0,0,139.36,6,1808,204
12644.0,0,15.416451612903227,1,325,0
12645.0,0,24.31753424657534,4,1084,282
12646.0,0,29.932666666666663,2,897,44
12647.0,0,30.76710743801653,12,1431,346
12648.0,0,15.145238095238096,1,160,0
12649.0,0,20.113225806451613,3,586,105
12650.0,0,15.722,1,254,0
12651.0,1,12.666666666666666,1,78,0
12652.0,1,19.16625,1,505,0
12653.0,0,51.391860465116274,2,919,147
12654.0,0,15.841578947368422,5,264,284
12656.0,0,32.152142857142856,5,1723,216
12657.0,0,34.961276595744685,4,1044,67
12658.0,0,19.056944444444444,1,320,0
12659.0,0,18.336,1,105,0
12660.0,0,18.85384615384616,1,127,0
12662.0,0,16.73817391304348,11,2058,372
12664.0,0,131.94270270270272,9,1203,314
12665.0,1,21.0,1,37,0
12667.0,0,18.791818181818183,1,395,0
12668.0,0,23.64689440993789,4,1634,343
12669.0,0,27.16861386138613,3,1115,105
12670.0,0,32.56576086956522,5,1397,222
12672.0,1,22.59,1,78,0
12673.0,0,14.536190476190477,2,351,321
12674.0,0,23.742168674698792,4,1133,169
12676.0,0,29.58644444444445,6,670,286
12678.0,0,106.83915151515151,12,10923,311
12679.0,0,23.187916666666663,4,554,225
12680.0,0,16.592499999999998,4,443,112
12681.0,0,21.610564263322885,22,7536,353
12682.0,0,23.406133333333333,31,5575,367
12683.0,0,24.64119186046512,15,4987,361
12684.0,0,21.748857142857144,7,1985,205
12685.0,0,18.23617834394904,6,1523,65
12686.0,1,12.734285714285717,1,107,0
12688.0,0,28.501812865497072,1,3028,0
12689.0,0,17.327916666666667,2,628,101
12690.0,1,24.313125,1,106,0
12691.0,0,32.36875,6,394,329
12693.0,0,21.946410256410257,4,255,192
12694.0,0,23.5045945945946,2,509,112
12695.0,0,21.55925925925926,4,220,203
12697.0,0,23.355853658536585,3,508,140
12700.0,0,18.432798507462685,4,2967,207
12701.0,0,15.0511320754717,2,678,162
12702.0,0,18.25,1,53,0
12703.0,0,13.502380952380951,1,164,0
12704.0,0,26.600454545454543,8,1006,162
12705.0,0,20.56374251497006,9,3997,341
12707.0,1,18.285454545454545,1,256,0
12708.0,0,17.27968152866242,10,1307,338
12709.0,0,46.81019230769231,15,3936,351
12710.0,0,14.922337662337664,3,851,104
12712.0,0,33.053609022556394,13,1062,342
12713.0,0,22.33026315789473,1,508,0
12714.0,0,18.18092664092664,5,3069,285
12715.0,0,16.85047619047619,1,197,0
12716.0,0,15.267971014492751,2,708,129
12717.0,0,18.74509090909091,2,506,94
12718.0,0,12.539473684210526,1,203,0
12719.0,0,16.53717948717949,2,374,59
12720.0,0,16.332570621468925,25,4672,366
12721.0,0,16.497701863354038,6,1959,323
12722.0,0,18.82320754716981,4,566,65
12723.0,0,10.508260869565218,5,434,61
12724.0,0,19.46056603773585,4,445,327
12725.0,1,17.825,1,164,0
12726.0,0,21.041129032258063,7,3143,329
12727.0,0,28.638129496402875,7,2098,309
12728.0,0,18.18108695652174,4,419,261
12729.0,0,17.423461538461538,1,233,0
12731.0,0,68.96317518248175,12,8437,341
12732.0,0,19.688333333333336,1,111,0
12733.0,1,17.452272727272728,1,137,0
12734.0,1,27.6,1,88,0
12735.0,1,18.12953488372093,2,368,21
12736.0,1,58.5,1,173,0
12738.0,1,14.122727272727271,1,148,0
12739.0,0,26.658947368421053,2,486,20
12740.0,0,15.837037037037035,1,342,0
12743.0,0,4.077835820895522,2,319,0
12744.0,0,95.85265765765766,7,5241,266
12747.0,0,40.73796116504855,11,1275,366
12748.0,0,7.338352557127313,209,25747,372
12749.0,0,20.55718592964824,5,1471,209
12750.0,0,18.392,1,137,0
12752.0,0,82.3920754716981,1,2262,0
12753.0,0,108.77862944162436,6,11421,339
12754.0,1,47.78952380952381,3,6481,72
12755.0,1,952.9875,2,1491,85
12756.0,0,28.02,1,144,0
12757.0,0,21.17816711590297,13,2402,195
12758.0,0,28.779278350515465,2,2135,159
12759.0,0,16.12042105263158,3,902,223
12762.0,0,27.51478260869565,2,1227,17
12763.0,0,27.448888888888888,2,316,230
12764.0,1,37.64177777777778,1,386,0
12766.0,0,22.547193548387096,7,3646,362
12769.0,1,35.7375,1,356,0
12770.0,1,112.62083333333334,1,743,0
12772.0,0,16.226727272727274,1,556,0
12775.0,0,21.00060606060606,5,877,294
12778.0,0,16.4446,6,825,292
12779.0,0,26.72053691275168,8,2024,333
12781.0,0,33.0696,2,671,221
12782.0,0,22.630291262135923,5,1086,352
12783.0,0,26.49892857142857,6,624,73
12784.0,0,9.73593220338983,2,300,6
12785.0,1,22.28214285714285,1,131,0
12787.0,0,23.183,3,261,182
12789.0,0,22.9625,1,4,0
12790.0,1,15.472380952380954,1,166,0
12791.0,1,96.3,1,97,0
12792.0,1,16.0216,1,217,0
12793.0,1,22.72833333333333,2,295,36
12794.0,0,19.12022222222222,2,592,45
12795.0,0,30.74857142857143,1,68,0
12797.0,1,19.540769230769232,1,118,0
12798.0,0,872.13,3,5256,160
12802.0,1,17.1032,1,314,0
12808.0,0,17.273214285714285,3,188,331
12809.0,0,19.5724,1,220,0
12811.0,1,16.608064516129033,3,230,23
12812.0,0,15.309333333333337,1,164,0
12814.0,0,62.96,1,49,0
12815.0,0,22.6268085106383,2,379,50
12816.0,0,19.731034482758623,2,128,80
12817.0,1,41.51,1,53,0
12818.0,1,110.14857142857144,1,929,0
12820.0,0,15.97186440677966,4,722,323
12821.0,1,15.453333333333331,1,70,0
12822.0,0,20.62782608695652,2,550,16
12823.0,0,351.9,5,230,221
12824.0,0,15.8848,1,232,0
12826.0,0,16.205714285714286,7,1058,362
12827.0,0,17.206000000000003,3,197,38
12828.0,0,18.19125,6,494,127
12829.0,1,26.63636363636364,2,376,23
12830.0,0,179.33263157894737,6,9848,134
12831.0,1,23.89444444444445,1,135,0
12832.0,0,14.186296296296296,2,195,65
12833.0,0,17.390833333333333,1,156,0
12834.0,1,17.354444444444443,1,110,0
12836.0,0,14.930628571428572,4,1064,252
12837.0,0,11.175,1,24,0
12838.0,0,5.55390243902439,2,359,340
12839.0,0,17.80707006369427,14,3807,364
12840.0,0,24.13070796460177,4,1511,82
12841.0,0,9.577023809523808,25,2757,367
12842.0,0,32.9114705882353,2,547,238
12843.0,0,16.526796116504855,8,781,198
12844.0,0,6.268461538461539,2,125,101
12845.0,1,13.114444444444445,4,204,22
12847.0,0,9.577362637362636,1,909,0
12849.0,0,20.6056862745098,2,623,237
12851.0,0,2.7036,1,109,0
12852.0,1,18.326470588235296,1,149,0
12853.0,0,25.09102564102564,6,800,181
12854.0,0,12.040909090909093,3,627,239
12855.0,1,12.7,1,30,0
12856.0,0,6.942452229299363,6,1079,55
12857.0,1,24.05217391304348,2,343,91
12863.0,0,104.24,1,188,0
12864.0,0,49.04,1,216,0
12865.0,0,16.507684210526318,2,925,97
12866.0,1,21.504615384615384,1,171,0
12867.0,0,7.503382899628253,7,4298,333
12868.0,1,15.0192523364486,6,928,187
12871.0,0,34.60363636363636,2,200,123
12872.0,1,9.090454545454548,2,319,38
12873.0,1,93.5,1,128,0
12875.0,0,171.61500000000004,2,2019,219
12876.0,0,26.09435294117647,2,1941,138
12877.0,0,9.972532467532467,12,1178,354
12878.0,1,18.19127659574468,2,547,29
12879.0,0,57.322,3,370,47
12881.0,1,42.57142857142857,1,21,0
12882.0,0,112.54153846153848,2,246,24
12883.0,0,16.749285714285715,4,196,64
12884.0,0,44.15,1,43,0
12885.0,0,16.552394366197184,3,655,60
12886.0,0,16.809756097560978,2,770,151
12888.0,1,70.824,2,76,41
12890.0,0,4.639878048780488,1,259,0
12891.0,1,110.33333333333331,3,950,107
12893.0,0,5.533529411764706,1,96,0
12895.0,0,16.945454545454545,2,210,44
12897.0,1,54.125,2,110,97
12901.0,0,152.19431034482758,28,23075,261
12902.0,1,13.868,1,66,0
12904.0,0,7.0775,2,302,154
12906.0,0,46.34619047619047,5,1749,66
12908.0,0,375.0,2,1200,136
12909.0,0,23.94142857142857,5,1280,213
12910.0,0,41.00053333333333,8,1692,218
12912.0,0,69.2625,5,670,37
12913.0,0,49.6726,5,1419,363
12915.0,0,16.529545454545453,2,93,223
12916.0,0,28.09485981308412,4,1119,181
12917.0,0,297.0,1,120,0
12919.0,0,26.7038,6,673,161
12920.0,0,5.865357142857143,1,129,0
12921.0,0,23.037625,37,9526,364
12922.0,0,14.477857142857143,1,370,0
12923.0,0,6.102413793103448,1,69,0
12924.0,0,31.12333333333333,4,481,239
12925.0,0,15.423333333333332,2,541,70
12928.0,0,24.555952380952384,5,1472,323
12929.0,1,14.73125,1,37,0
12930.0,0,16.632,2,252,93
12931.0,0,512.8775609756098,15,28004,336
12933.0,0,5.731415094339623,3,499,259
12935.0,0,16.749612403100773,7,1853,317
12936.0,0,17.15967741935484,4,559,61
12937.0,0,12.535583333333332,4,1007,252
12938.0,0,12.682222222222222,1,140,0
12939.0,0,246.42127659574467,8,4876,270
12940.0,0,9.227676767676767,2,411,33
12942.0,0,9.118666666666666,3,203,234
12944.0,0,20.15033333333333,2,289,319
12945.0,1,20.128260869565217,1,165,0
12947.0,0,16.535979381443298,6,1165,229
12948.0,0,17.801293103448273,7,1080,248
12949.0,0,19.382418604651164,8,2381,221
12950.0,0,80.1304347826087,3,1380,21
12951.0,0,16.89,6,503,322
12952.0,0,17.566962025316457,4,653,72
12953.0,0,19.40294117647059,1,84,0
12955.0,0,26.428666666666665,11,3664,266
12956.0,1,5.687894736842105,1,34,0
12957.0,0,16.880420168067225,8,2549,329
12962.0,0,16.649375,2,129,106
12963.0,0,19.54347368421053,8,881,357
12965.0,0,7.081743119266055,1,283,0
12966.0,0,16.018,1,75,0
12967.0,1,87.41578947368421,2,438,13
12968.0,0,27.19,1,73,0
12970.0,0,2.9949668874172186,4,310,315
12971.0,0,36.68822950819672,86,9289,368
12974.0,1,18.1,1,24,0
12976.0,1,33.57272727272727,1,561,0
12977.0,0,4.359999999999999,1,12,0
12980.0,0,368.745,9,886,200
12981.0,0,18.611,2,242,103
12982.0,1,13.947857142857144,1,288,0
12984.0,0,24.375,1,26,0
12985.0,0,16.30763157894737,2,1533,27
12987.0,0,19.95357142857143,2,219,124
12988.0,1,5.818695652173914,1,136,0
12989.0,0,108.18921875,15,2943,361
12990.0,0,31.5,3,200,278
12991.0,0,16.25032258064516,2,405,89
12993.0,0,15.361481481481482,4,240,275
12994.0,0,15.97409836065574,3,459,264
12995.0,0,70.44,1,108,0
12997.0,0,20.794745762711862,4,664,294
12999.0,1,16.28142857142857,3,342,49
13000.0,0,17.253225806451614,3,379,258
13001.0,0,28.964070796460177,13,5505,322
13002.0,1,17.27857142857143,1,73,0
13003.0,0,24.84166666666667,3,103,109
13004.0,0,13.999777227722772,18,4822,346
13005.0,0,19.75769230769231,2,172,72
13006.0,0,20.3925,1,55,0
13008.0,1,16.390714285714285,1,175,0
13011.0,1,16.85,1,13,0
13012.0,0,18.6723595505618,8,824,285
13013.0,0,21.967762557077627,13,2224,370
13014.0,0,31.800733944954125,10,905,270
13015.0,0,19.012954545454548,5,1617,195
13016.0,0,16.806170212765956,3,527,49
13017.0,0,204.0,1,48,0
13018.0,0,15.890174672489085,28,5435,279
13021.0,0,19.97236641221374,9,1352,354
13023.0,0,17.2475,2,286,65
13026.0,0,24.384,5,1620,274
13027.0,0,265.84615384615387,6,17280,240
13028.0,0,14.695999999999998,2,798,22
13029.0,0,124.75,3,134,322
13030.0,0,8.075555555555555,2,394,356
13032.0,0,14.227887323943662,2,375,34
13033.0,1,17.322727272727274,1,83,0
13034.0,0,17.372162162162162,2,369,314
13035.0,0,34.1437037037037,2,644,186
13037.0,0,18.355625,3,431,118
13038.0,0,32.445,3,360,210
13040.0,0,15.743953488372092,2,355,24
13043.0,1,39.72461538461538,1,254,0
13044.0,1,16.983939393939394,1,429,0
13045.0,0,16.96,1,221,0
13046.0,0,17.980285714285714,2,264,235
13047.0,0,18.822906976744186,10,1391,342
13048.0,0,13.499338235294118,4,1238,312
13049.0,0,46.90571428571429,2,268,253
13050.0,0,14.483523573200992,17,3748,351
13052.0,1,19.34166666666667,1,222,0
13055.0,0,15.97907894736842,3,894,135
13058.0,0,33.925000000000004,3,52,127
13059.0,1,22.925,1,35,0
13060.0,1,20.502,1,123,0
13061.0,0,24.861,1,107,0
13062.0,1,31.543636363636367,1,343,0
13064.0,0,16.22449275362319,4,516,314
13065.0,1,14.704285714285716,1,74,0
13066.0,0,9.808333333333334,2,322,7
13067.0,0,7.697333333333334,1,32,0
13068.0,0,172.0,2,200,309
13069.0,0,10.437929411764706,24,5885,368
13070.0,1,25.422222222222224,1,110,0
13072.0,1,25.307142857142857,1,69,0
13075.0,0,41.80045454545455,1,485,0
13077.0,0,6.5113392857142856,4,863,365
13078.0,0,35.27357541899441,26,5630,363
13079.0,0,36.68333333333334,5,62,136
13080.0,0,9.68,1,120,0
13081.0,0,27.67322265625,11,19068,359
13082.0,0,49.50178082191781,9,4324,212
13083.0,0,16.875,2,187,71
13085.0,0,18.91272727272728,2,216,137
13089.0,0,32.35744224422442,97,31070,366
13090.0,0,57.48916129032258,14,2263,364
13091.0,0,16.467619047619046,1,466,0
13092.0,0,19.1132,5,279,288
13093.0,1,49.260817610062894,8,3961,97
13094.0,0,80.305,12,1716,347
13095.0,0,12.4,1,144,0
13097.0,0,14.20903073286052,10,2363,327
13098.0,0,50.49377622377622,28,15968,316
13099.0,0,207.36,1,288,0
13101.0,1,12.64875,1,113,0
13102.0,0,21.131875,24,4204,363
13103.0,0,30.4925,1,82,0
13104.0,0,54.924,6,504,351
13106.0,0,76.5,1,18,0
13107.0,0,26.407241379310346,4,1293,289
13108.0,1,35.006,1,298,0
13109.0,0,16.734893617021275,2,520,97
13110.0,0,10.266689655172414,7,388,279
13113.0,0,61.2298,24,3045,365
13115.0,0,19.12316666666667,4,1567,172
13116.0,0,16.704666666666665,1,291,0
13117.0,0,12.959342105263158,8,945,350
13118.0,0,15.162151898734177,5,410,269
13120.0,1,30.6,1,12,0
13121.0,1,5.674600000000001,1,252,0
13122.0,0,16.77072727272727,2,585,146
13124.0,0,16.452468085106382,3,2147,269
13126.0,0,14.997428571428571,8,2143,361
13127.0,0,17.278000000000002,1,127,0
13130.0,0,32.0,1,32,0
13131.0,0,24.393181818181816,3,447,164
13132.0,1,25.766666666666666,1,20,0
13133.0,1,15.685714285714283,2,32,30
13134.0,0,18.301836734693875,4,1059,154
13135.0,1,3096.0,1,4300,0
13136.0,0,20.53236220472441,5,1328,156
13137.0,0,5.185241477272727,8,2226,298
13138.0,0,15.276031746031746,6,473,350
13139.0,0,29.79376470588235,7,2425,243
13140.0,0,9.211304347826088,3,186,258
13141.0,0,17.694444444444443,5,1548,230
13142.0,0,13.35173913043478,1,258,0
13144.0,1,36.98333333333333,1,21,0
13145.0,0,103.08666666666666,4,145,332
13146.0,0,13.465294117647058,1,154,0
13147.0,0,178.20000000000002,4,144,89
13148.0,0,11.621065830721005,12,1975,335
13149.0,0,19.48906976744186,4,1280,274
13151.0,1,16.998243243243245,1,363,0
13153.0,0,32.41466666666667,1,418,0
13155.0,0,11.432470588235294,4,497,335
13157.0,0,20.014022988505747,4,1439,248
13158.0,0,15.203291139240504,4,784,224
13159.0,0,11.883057851239668,4,1059,106
13160.0,0,22.95,1,56,0
13161.0,1,14.09375,1,29,0
13162.0,0,21.370759493670885,4,1713,212
13165.0,0,24.32095238095238,2,1376,305
13166.0,1,10.17560975609756,1,216,0
13167.0,0,12.174307692307693,4,785,125
13168.0,0,10.070152671755723,4,682,281
13169.0,0,54.83692307692308,2,272,188
13170.0,0,3.6253125,1,147,0
13171.0,0,10.182826086956522,3,229,277
13173.0,0,8.224418604651163,2,277,363
13174.0,0,8.971433121019109,3,1395,352
13176.0,0,6.845,1,453,0
13177.0,0,16.61470588235294,1,91,0
13178.0,0,21.60554716981132,11,3570,334
13182.0,0,11.016363636363636,1,201,0
13183.0,0,42.10404255319149,9,2208,326
13184.0,0,9.39939226519337,10,1692,275
13185.0,1,71.4,1,12,0
13186.0,0,19.947974683544302,3,820,89
13187.0,1,6.378918918918919,1,95,0
13188.0,0,57.3,1,25,0
13189.0,0,8.988965517241379,2,842,96
13192.0,0,14.475238095238096,2,595,109
13193.0,0,4.0648275862068965,1,50,0
13194.0,0,20.23333333333333,1,26,0
13196.0,0,16.343454545454545,4,1224,250
13198.0,0,15.049734513274338,6,2648,351
13199.0,0,82.49680672268909,38,6176,363
13200.0,0,18.915,4,516,107
13203.0,0,15.253684210526316,4,800,232
13207.0,0,31.2825,2,130,135
13208.0,0,8.214093959731544,6,804,250
13209.0,0,18.35392523364486,8,4253,331
13210.0,0,16.067272727272726,1,316,0
13211.0,0,21.3825,3,874,350
13212.0,0,5.549859154929578,3,310,41
13213.0,0,16.895333333333333,5,1360,142
13216.0,1,66.748,1,297,0
13217.0,0,133.495,3,262,34
13218.0,0,12.528,1,88,0
13220.0,0,39.01380952380953,4,196,158
13221.0,1,12.839545454545457,2,244,119
13223.0,1,32.64,2,88,31
13224.0,0,19.9625,2,1518,91
13225.0,0,201.995,7,3416,358
13226.0,1,6.7631250000000005,1,80,0
13227.0,1,28.633333333333333,1,99,0
13228.0,0,179.0,1,200,0
13229.0,1,16.095,1,63,0
13230.0,0,4.5940589198036,14,1665,360
13232.0,0,6.558454106280193,7,778,230
13233.0,0,14.072558139534884,2,1004,261
13235.0,1,17.77706896551724,1,441,0
13236.0,0,20.69027777777778,2,416,82
13238.0,0,22.60419354838709,4,298,343
13239.0,1,15.693333333333332,1,327,0
13240.0,0,9.905223880597015,4,298,269
13242.0,0,20.800000000000004,3,130,101
13243.0,1,10.346034482758622,1,233,0
13244.0,0,4.508888888888889,1,38,0
